Config Num, Utility
1201,-10,
1202,-5,
1203,-8,
1204,-4,
1205,-9,
1206,-1,
1207,-1,
1208,-7,
1209,-10,
1210,-4,
1211,-10,
1212,-2,
1213,-7,
1214,-8,
1215,-3,
1216,-8,
1217,-2,
1218,-4,
1219,-2,
1220,-5,
1221,-8,
1222,-5,
1223,-1,
1224,-5,
1225,-8,
1226,-9,
1227,-10,
1228,-8,
1229,-8,
1230,-7,
1231,-8,
1232,-2,
1233,-2,
1234,-1,
1235,-1,
1236,-5,
1237,-3,
1238,-1,
1239,-10,
1240,-4,
1241,-3,
1242,-6,
1243,-3,
1244,-4,
1245,-8,
1246,-10,
1247,-7,
1248,-3,
1249,-1,
1250,-8,
1251,-9,
1252,-10,
1253,-1,
1254,-2,
1255,-7,
1256,-6,
1257,-10,
1258,-4,
1259,-8,
1260,-1,
1261,-2,
1262,-1,
1263,-8,
1264,-7,
1265,-10,
1266,-5,
1267,-5,
1268,-1,
1269,-5,
1270,-6,
1271,-9,
1272,-6,
1273,-2,
1274,-8,
1275,-4,
1276,-1,
1277,-1,
1278,-7,
1279,-5,
1280,-7,
1281,-6,
1282,-8,
1283,-1,
1284,-2,
1285,-4,
1286,-3,
1287,-5,
1288,-8,
1289,-8,
1290,-9,
1291,-5,
1292,-7,
1293,-6,
1294,-6,
1295,-9,
1296,-9,
1297,-4,
1298,-6,
1299,-2,
1300,-9,
