Config Num, Utility
23951,-5,
23952,-9,
23953,-9,
23954,-3,
23955,-10,
23956,-2,
23957,-1,
23958,-7,
23959,-10,
23960,-10,
23961,-3,
23962,-2,
23963,-9,
23964,-3,
23965,-5,
23966,-6,
23967,-2,
23968,-7,
23969,-10,
23970,-8,
23971,-9,
23972,-5,
23973,-8,
23974,-8,
23975,-8,
23976,-1,
23977,-1,
23978,-1,
23979,-1,
23980,-8,
23981,-10,
23982,-10,
23983,-5,
23984,-6,
23985,-6,
23986,-2,
23987,-8,
23988,-5,
23989,-4,
23990,-1,
23991,-1,
23992,-7,
23993,-9,
23994,-3,
23995,-4,
23996,-1,
23997,-2,
23998,-9,
23999,-1,
24000,-5,
