Config Num, Utility
1901,-7,
1902,-10,
1903,-7,
1904,-4,
1905,-2,
1906,-4,
1907,-4,
1908,-8,
1909,-7,
1910,-3,
1911,-1,
1912,-4,
1913,-1,
1914,-7,
1915,-5,
1916,-6,
1917,-5,
1918,-2,
1919,-2,
1920,-10,
1921,-8,
1922,-6,
1923,-8,
1924,-2,
1925,-2,
1926,-1,
1927,-1,
1928,-8,
1929,-1,
1930,-10,
1931,-2,
1932,-3,
1933,-7,
1934,-4,
1935,-7,
1936,-5,
1937,-4,
1938,-2,
1939,-10,
1940,-6,
1941,-4,
1942,-6,
1943,-4,
1944,-8,
1945,-9,
1946,-10,
1947,-7,
1948,-2,
1949,-2,
1950,-5,
1951,-9,
1952,-10,
1953,-8,
1954,-3,
1955,-7,
1956,-8,
1957,-4,
1958,-10,
1959,-3,
1960,-2,
1961,-7,
1962,-7,
1963,-6,
1964,-9,
1965,-5,
1966,-4,
1967,-1,
1968,-6,
1969,-7,
1970,-7,
1971,-7,
1972,-8,
1973,-5,
1974,-3,
1975,-1,
1976,-8,
1977,-5,
1978,-4,
1979,-4,
1980,-6,
1981,-1,
1982,-9,
1983,-10,
1984,-2,
1985,-10,
1986,-3,
1987,-8,
1988,-8,
1989,-6,
1990,-5,
1991,-1,
1992,-1,
1993,-5,
1994,-7,
1995,-3,
1996,-4,
1997,-7,
1998,-10,
1999,-3,
2000,-6,
