Config Num, Utility
15401,-7,
15402,-3,
15403,-1,
15404,-3,
15405,-4,
15406,-2,
15407,-6,
15408,-10,
15409,-4,
15410,-8,
15411,-5,
15412,-4,
15413,-10,
15414,-10,
15415,-8,
15416,-5,
15417,-3,
15418,-10,
15419,-9,
15420,-3,
15421,-8,
15422,-3,
15423,-9,
15424,-7,
15425,-2,
15426,-10,
15427,-1,
15428,-7,
15429,-8,
15430,-4,
15431,-9,
15432,-8,
15433,-3,
15434,-10,
15435,-8,
15436,-2,
15437,-6,
15438,-7,
15439,-3,
15440,-3,
15441,-6,
15442,-3,
15443,-1,
15444,-1,
15445,-10,
15446,-2,
15447,-10,
15448,-6,
15449,-1,
15450,-10,
