Config Num, Utility
23151,-4,
23152,-3,
23153,-5,
23154,-4,
23155,-10,
23156,-5,
23157,-6,
23158,-9,
23159,-6,
23160,-10,
23161,-2,
23162,-10,
23163,-7,
23164,-10,
23165,-8,
23166,-9,
23167,-9,
23168,-7,
23169,-7,
23170,-9,
23171,-4,
23172,-9,
23173,-1,
23174,-7,
23175,-9,
23176,-4,
23177,-3,
23178,-2,
23179,-1,
23180,-6,
23181,-7,
23182,-4,
23183,-3,
23184,-9,
23185,-7,
23186,-6,
23187,-4,
23188,-2,
23189,-2,
23190,-9,
23191,-8,
23192,-6,
23193,-4,
23194,-4,
23195,-9,
23196,-2,
23197,-2,
23198,-5,
23199,-7,
23200,-7,
