Config Num, Utility
15951,-2,
15952,-4,
15953,-10,
15954,-9,
15955,-4,
15956,-7,
15957,-7,
15958,-10,
15959,-4,
15960,-3,
15961,-2,
15962,-8,
15963,-7,
15964,-10,
15965,-3,
15966,-9,
15967,-3,
15968,-7,
15969,-1,
15970,-7,
15971,-3,
15972,-2,
15973,-5,
15974,-5,
15975,-1,
15976,-6,
15977,-6,
15978,-5,
15979,-3,
15980,-9,
15981,-6,
15982,-10,
15983,-10,
15984,-6,
15985,-10,
15986,-10,
15987,-9,
15988,-10,
15989,-4,
15990,-4,
15991,-5,
15992,-8,
15993,-6,
15994,-1,
15995,-7,
15996,-7,
15997,-9,
15998,-8,
15999,-3,
16000,-6,
