Config Num, Utility
2801,-7,
2802,-5,
2803,-8,
2804,-6,
2805,-1,
2806,-3,
2807,-8,
2808,-5,
2809,-10,
2810,-5,
2811,-10,
2812,-6,
2813,-7,
2814,-6,
2815,-9,
2816,-4,
2817,-2,
2818,-7,
2819,-3,
2820,-6,
2821,-9,
2822,-4,
2823,-2,
2824,-5,
2825,-8,
2826,-1,
2827,-10,
2828,-6,
2829,-4,
2830,-10,
2831,-8,
2832,-4,
2833,-5,
2834,-8,
2835,-6,
2836,-6,
2837,-8,
2838,-3,
2839,-1,
2840,-10,
2841,-9,
2842,-3,
2843,-6,
2844,-4,
2845,-7,
2846,-2,
2847,-7,
2848,-4,
2849,-7,
2850,-10,
2851,-8,
2852,-3,
2853,-1,
2854,-1,
2855,-5,
2856,-1,
2857,-7,
2858,-8,
2859,-7,
2860,-3,
2861,-9,
2862,-5,
2863,-2,
2864,-2,
2865,-10,
2866,-6,
2867,-10,
2868,-1,
2869,-7,
2870,-6,
2871,-4,
2872,-4,
2873,-3,
2874,-1,
2875,-1,
2876,-1,
2877,-8,
2878,-8,
2879,-1,
2880,-9,
2881,-4,
2882,-5,
2883,-5,
2884,-1,
2885,-6,
2886,-5,
2887,-2,
2888,-8,
2889,-7,
2890,-4,
2891,-10,
2892,-5,
2893,-2,
2894,-8,
2895,-8,
2896,-2,
2897,-9,
2898,-8,
2899,-5,
2900,-3,
