Config Num, Utility
2101,-5,
2102,-2,
2103,-8,
2104,-9,
2105,-8,
2106,-7,
2107,-6,
2108,-10,
2109,-8,
2110,-5,
2111,-4,
2112,-2,
2113,-2,
2114,-9,
2115,-6,
2116,-8,
2117,-6,
2118,-6,
2119,-10,
2120,-10,
2121,-9,
2122,-1,
2123,-3,
2124,-4,
2125,-6,
2126,-1,
2127,-4,
2128,-3,
2129,-5,
2130,-5,
2131,-4,
2132,-2,
2133,-5,
2134,-9,
2135,-1,
2136,-10,
2137,-1,
2138,-9,
2139,-3,
2140,-3,
2141,-10,
2142,-6,
2143,-8,
2144,-10,
2145,-4,
2146,-4,
2147,-9,
2148,-10,
2149,-8,
2150,-9,
2151,-5,
2152,-1,
2153,-2,
2154,-3,
2155,-10,
2156,-5,
2157,-2,
2158,-8,
2159,-2,
2160,-8,
2161,-5,
2162,-4,
2163,-2,
2164,-9,
2165,-3,
2166,-6,
2167,-6,
2168,-1,
2169,-10,
2170,-6,
2171,-2,
2172,-10,
2173,-7,
2174,-8,
2175,-7,
2176,-5,
2177,-9,
2178,-5,
2179,-5,
2180,-6,
2181,-2,
2182,-9,
2183,-6,
2184,-10,
2185,-3,
2186,-8,
2187,-6,
2188,-4,
2189,-1,
2190,-5,
2191,-9,
2192,-10,
2193,-6,
2194,-6,
2195,-1,
2196,-2,
2197,-4,
2198,-10,
2199,-6,
2200,-8,
