Config Num, Utility
15801,-6,
15802,-7,
15803,-6,
15804,-4,
15805,-6,
15806,-7,
15807,-1,
15808,-1,
15809,-8,
15810,-1,
15811,-9,
15812,-9,
15813,-5,
15814,-6,
15815,-7,
15816,-10,
15817,-8,
15818,-1,
15819,-4,
15820,-6,
15821,-2,
15822,-4,
15823,-8,
15824,-7,
15825,-4,
15826,-2,
15827,-3,
15828,-5,
15829,-1,
15830,-4,
15831,-10,
15832,-9,
15833,-3,
15834,-6,
15835,-6,
15836,-6,
15837,-7,
15838,-3,
15839,-7,
15840,-7,
15841,-9,
15842,-9,
15843,-2,
15844,-4,
15845,-5,
15846,-3,
15847,-8,
15848,-3,
15849,-5,
15850,-8,
