Config Num, Utility
1001,-7,
1002,-6,
1003,-8,
1004,-5,
1005,-7,
1006,-6,
1007,-7,
1008,-4,
1009,-10,
1010,-4,
1011,-2,
1012,-7,
1013,-5,
1014,-10,
1015,-7,
1016,-1,
1017,-4,
1018,-10,
1019,-7,
1020,-7,
1021,-5,
1022,-1,
1023,-1,
1024,-2,
1025,-8,
1026,-4,
1027,-2,
1028,-3,
1029,-10,
1030,-3,
1031,-7,
1032,-8,
1033,-7,
1034,-2,
1035,-5,
1036,-5,
1037,-1,
1038,-7,
1039,-3,
1040,-9,
1041,-5,
1042,-9,
1043,-4,
1044,-9,
1045,-10,
1046,-4,
1047,-2,
1048,-2,
1049,-5,
1050,-9,
1051,-4,
1052,-10,
1053,-7,
1054,-10,
1055,-7,
1056,-9,
1057,-5,
1058,-10,
1059,-9,
1060,-6,
1061,-4,
1062,-5,
1063,-4,
1064,-5,
1065,-10,
1066,-10,
1067,-7,
1068,-7,
1069,-3,
1070,-2,
1071,-9,
1072,-2,
1073,-7,
1074,-1,
1075,-1,
1076,-3,
1077,-7,
1078,-10,
1079,-7,
1080,-7,
1081,-9,
1082,-6,
1083,-9,
1084,-9,
1085,-8,
1086,-9,
1087,-6,
1088,-3,
1089,-3,
1090,-2,
1091,-5,
1092,-10,
1093,-2,
1094,-5,
1095,-10,
1096,-4,
1097,-4,
1098,-4,
1099,-9,
1100,-3,
