Config Num, Utility
401,-3,
402,-10,
403,-5,
404,-1,
405,-1,
406,-3,
407,-6,
408,-7,
409,-6,
410,-2,
411,-10,
412,-7,
413,-4,
414,-10,
415,-8,
416,-6,
417,-5,
418,-6,
419,-3,
420,-9,
421,-6,
422,-1,
423,-4,
424,-6,
425,-7,
426,-6,
427,-9,
428,-6,
429,-2,
430,-4,
431,-5,
432,-6,
433,-10,
434,-6,
435,-9,
436,-10,
437,-2,
438,-7,
439,-3,
440,-5,
441,-9,
442,-4,
443,-8,
444,-10,
445,-2,
446,-5,
447,-5,
448,-9,
449,-8,
450,-9,
451,-5,
452,-5,
453,-1,
454,-6,
455,-7,
456,-5,
457,-9,
458,-9,
459,-9,
460,-8,
461,-8,
462,-8,
463,-6,
464,-3,
465,-7,
466,-7,
467,-7,
468,-10,
469,-3,
470,-8,
471,-2,
472,-2,
473,-4,
474,-5,
475,-10,
476,-3,
477,-6,
478,-1,
479,-6,
480,-3,
481,-10,
482,-1,
483,-1,
484,-7,
485,-8,
486,-2,
487,-8,
488,-6,
489,-7,
490,-3,
491,-1,
492,-9,
493,-9,
494,-2,
495,-7,
496,-5,
497,-8,
498,-5,
499,-6,
500,-6,
