Config Num, Utility
23801,-1,
23802,-9,
23803,-8,
23804,-9,
23805,-8,
23806,-9,
23807,-3,
23808,-3,
23809,-5,
23810,-5,
23811,-1,
23812,-9,
23813,-6,
23814,-5,
23815,-10,
23816,-9,
23817,-8,
23818,-4,
23819,-1,
23820,-8,
23821,-4,
23822,-1,
23823,-8,
23824,-6,
23825,-6,
23826,-8,
23827,-2,
23828,-3,
23829,-5,
23830,-4,
23831,-5,
23832,-9,
23833,-6,
23834,-4,
23835,-8,
23836,-7,
23837,-1,
23838,-8,
23839,-1,
23840,-8,
23841,-8,
23842,-4,
23843,-5,
23844,-6,
23845,-8,
23846,-4,
23847,-9,
23848,-2,
23849,-10,
23850,-3,
