Config Num, Utility
1201,-10,
1202,-4,
1203,-10,
1204,-3,
1205,-5,
1206,-5,
1207,-4,
1208,-7,
1209,-5,
1210,-7,
1211,-7,
1212,-2,
1213,-10,
1214,-8,
1215,-4,
1216,-8,
1217,-4,
1218,-8,
1219,-7,
1220,-7,
1221,-3,
1222,-1,
1223,-8,
1224,-2,
1225,-10,
1226,-4,
1227,-3,
1228,-10,
1229,-10,
1230,-10,
1231,-2,
1232,-5,
1233,-3,
1234,-2,
1235,-5,
1236,-1,
1237,-3,
1238,-3,
1239,-9,
1240,-1,
1241,-3,
1242,-8,
1243,-1,
1244,-9,
1245,-3,
1246,-2,
1247,-1,
1248,-10,
1249,-3,
1250,-1,
1251,-7,
1252,-5,
1253,-9,
1254,-5,
1255,-6,
1256,-5,
1257,-2,
1258,-9,
1259,-3,
1260,-10,
1261,-2,
1262,-4,
1263,-9,
1264,-5,
1265,-10,
1266,-1,
1267,-9,
1268,-6,
1269,-5,
1270,-6,
1271,-7,
1272,-2,
1273,-2,
1274,-6,
1275,-2,
1276,-9,
1277,-2,
1278,-8,
1279,-7,
1280,-8,
1281,-2,
1282,-2,
1283,-7,
1284,-7,
1285,-4,
1286,-8,
1287,-5,
1288,-10,
1289,-4,
1290,-6,
1291,-3,
1292,-8,
1293,-8,
1294,-1,
1295,-5,
1296,-5,
1297,-7,
1298,-4,
1299,-8,
1300,-9,
