Config Num, Utility
2501,-8,
2502,-2,
2503,-6,
2504,-4,
2505,-10,
2506,-7,
2507,-2,
2508,-5,
2509,-1,
2510,-6,
2511,-2,
2512,-2,
2513,-6,
2514,-3,
2515,-9,
2516,-2,
2517,-10,
2518,-3,
2519,-1,
2520,-7,
2521,-7,
2522,-4,
2523,-3,
2524,-4,
2525,-5,
2526,-9,
2527,-3,
2528,-8,
2529,-2,
2530,-1,
2531,-3,
2532,-6,
2533,-1,
2534,-3,
2535,-5,
2536,-6,
2537,-2,
2538,-6,
2539,-9,
2540,-3,
2541,-8,
2542,-3,
2543,-10,
2544,-4,
2545,-5,
2546,-2,
2547,-2,
2548,-9,
2549,-2,
2550,-5,
2551,-9,
2552,-9,
2553,-4,
2554,-5,
2555,-8,
2556,-4,
2557,-6,
2558,-5,
2559,-3,
2560,-1,
2561,-7,
2562,-10,
2563,-4,
2564,-9,
2565,-7,
2566,-5,
2567,-2,
2568,-10,
2569,-1,
2570,-9,
2571,-10,
2572,-9,
2573,-1,
2574,-7,
2575,-4,
2576,-3,
2577,-5,
2578,-9,
2579,-2,
2580,-10,
2581,-4,
2582,-10,
2583,-3,
2584,-6,
2585,-4,
2586,-5,
2587,-5,
2588,-5,
2589,-1,
2590,-8,
2591,-10,
2592,-5,
2593,-4,
2594,-7,
2595,-8,
2596,-9,
2597,-8,
2598,-2,
2599,-5,
2600,-5,
