Config Num, Utility
1801,-8,
1802,-6,
1803,-2,
1804,-4,
1805,-2,
1806,-7,
1807,-10,
1808,-1,
1809,-9,
1810,-10,
1811,-3,
1812,-4,
1813,-6,
1814,-4,
1815,-4,
1816,-9,
1817,-8,
1818,-3,
1819,-4,
1820,-4,
1821,-7,
1822,-5,
1823,-9,
1824,-5,
1825,-1,
1826,-10,
1827,-9,
1828,-2,
1829,-8,
1830,-1,
1831,-2,
1832,-1,
1833,-9,
1834,-10,
1835,-2,
1836,-10,
1837,-8,
1838,-3,
1839,-2,
1840,-5,
1841,-4,
1842,-10,
1843,-5,
1844,-6,
1845,-2,
1846,-7,
1847,-4,
1848,-7,
1849,-6,
1850,-7,
1851,-3,
1852,-2,
1853,-8,
1854,-6,
1855,-7,
1856,-6,
1857,-6,
1858,-1,
1859,-2,
1860,-6,
1861,-2,
1862,-9,
1863,-7,
1864,-10,
1865,-8,
1866,-10,
1867,-2,
1868,-3,
1869,-1,
1870,-3,
1871,-2,
1872,-4,
1873,-7,
1874,-5,
1875,-9,
1876,-1,
1877,-6,
1878,-3,
1879,-3,
1880,-3,
1881,-10,
1882,-5,
1883,-9,
1884,-7,
1885,-10,
1886,-6,
1887,-7,
1888,-8,
1889,-4,
1890,-4,
1891,-10,
1892,-8,
1893,-1,
1894,-9,
1895,-6,
1896,-3,
1897,-8,
1898,-9,
1899,-1,
1900,-5,
