Config Num, Utility
201,-1,
202,-2,
203,-5,
204,-6,
205,-9,
206,-8,
207,-7,
208,-5,
209,-1,
210,-8,
211,-3,
212,-9,
213,-3,
214,-6,
215,-2,
216,-9,
217,-9,
218,-10,
219,-3,
220,-10,
221,-5,
222,-2,
223,-7,
224,-3,
225,-10,
226,-2,
227,-10,
228,-4,
229,-10,
230,-3,
231,-7,
232,-1,
233,-1,
234,-1,
235,-3,
236,-4,
237,-2,
238,-10,
239,-2,
240,-8,
241,-3,
242,-10,
243,-10,
244,-4,
245,-7,
246,-4,
247,-9,
248,-1,
249,-9,
250,-4,
251,-1,
252,-1,
253,-4,
254,-2,
255,-5,
256,-5,
257,-3,
258,-2,
259,-4,
260,-4,
261,-3,
262,-3,
263,-8,
264,-10,
265,-6,
266,-7,
267,-8,
268,-7,
269,-4,
270,-8,
271,-6,
272,-2,
273,-9,
274,-3,
275,-3,
276,-5,
277,-9,
278,-10,
279,-4,
280,-2,
281,-8,
282,-4,
283,-2,
284,-5,
285,-10,
286,-10,
287,-7,
288,-4,
289,-4,
290,-5,
291,-5,
292,-5,
293,-5,
294,-9,
295,-1,
296,-4,
297,-9,
298,-5,
299,-7,
300,-7,
