Config Num, Utility
801,-10,
802,-3,
803,-5,
804,-5,
805,-8,
806,-3,
807,-6,
808,-1,
809,-1,
810,-2,
811,-2,
812,-5,
813,-4,
814,-10,
815,-10,
816,-9,
817,-5,
818,-5,
819,-3,
820,-3,
821,-1,
822,-8,
823,-4,
824,-4,
825,-8,
826,-5,
827,-9,
828,-3,
829,-7,
830,-9,
831,-10,
832,-7,
833,-6,
834,-2,
835,-5,
836,-1,
837,-4,
838,-9,
839,-2,
840,-7,
841,-4,
842,-2,
843,-10,
844,-6,
845,-10,
846,-8,
847,-2,
848,-3,
849,-5,
850,-4,
851,-10,
852,-6,
853,-4,
854,-5,
855,-7,
856,-7,
857,-4,
858,-2,
859,-3,
860,-4,
861,-2,
862,-4,
863,-1,
864,-10,
865,-4,
866,-4,
867,-4,
868,-1,
869,-6,
870,-4,
871,-4,
872,-5,
873,-1,
874,-6,
875,-6,
876,-1,
877,-1,
878,-5,
879,-7,
880,-10,
881,-5,
882,-6,
883,-6,
884,-9,
885,-10,
886,-10,
887,-10,
888,-1,
889,-7,
890,-9,
891,-5,
892,-10,
893,-8,
894,-6,
895,-10,
896,-3,
897,-6,
898,-5,
899,-8,
900,-1,
