Config Num, Utility
23751,-8,
23752,-9,
23753,-5,
23754,-10,
23755,-4,
23756,-7,
23757,-10,
23758,-7,
23759,-4,
23760,-9,
23761,-6,
23762,-4,
23763,-7,
23764,-1,
23765,-10,
23766,-5,
23767,-3,
23768,-7,
23769,-9,
23770,-5,
23771,-4,
23772,-8,
23773,-5,
23774,-10,
23775,-5,
23776,-3,
23777,-9,
23778,-5,
23779,-6,
23780,-3,
23781,-6,
23782,-7,
23783,-9,
23784,-9,
23785,-7,
23786,-6,
23787,-8,
23788,-7,
23789,-1,
23790,-10,
23791,-9,
23792,-2,
23793,-2,
23794,-4,
23795,-1,
23796,-5,
23797,-9,
23798,-5,
23799,-3,
23800,-9,
