Config Num, Utility
1801,-8,
1802,-9,
1803,-4,
1804,-9,
1805,-4,
1806,-7,
1807,-2,
1808,-2,
1809,-4,
1810,-7,
1811,-7,
1812,-8,
1813,-1,
1814,-1,
1815,-1,
1816,-6,
1817,-3,
1818,-2,
1819,-9,
1820,-3,
1821,-10,
1822,-1,
1823,-4,
1824,-8,
1825,-7,
1826,-5,
1827,-4,
1828,-9,
1829,-7,
1830,-2,
1831,-3,
1832,-4,
1833,-9,
1834,-4,
1835,-5,
1836,-9,
1837,-1,
1838,-8,
1839,-6,
1840,-2,
1841,-5,
1842,-4,
1843,-3,
1844,-4,
1845,-1,
1846,-2,
1847,-8,
1848,-10,
1849,-2,
1850,-3,
1851,-7,
1852,-9,
1853,-2,
1854,-10,
1855,-2,
1856,-8,
1857,-10,
1858,-2,
1859,-8,
1860,-6,
1861,-6,
1862,-10,
1863,-1,
1864,-3,
1865,-9,
1866,-10,
1867,-6,
1868,-5,
1869,-1,
1870,-5,
1871,-5,
1872,-6,
1873,-3,
1874,-3,
1875,-10,
1876,-5,
1877,-3,
1878,-1,
1879,-6,
1880,-7,
1881,-8,
1882,-7,
1883,-7,
1884,-5,
1885,-3,
1886,-9,
1887,-7,
1888,-10,
1889,-1,
1890,-7,
1891,-10,
1892,-10,
1893,-7,
1894,-3,
1895,-7,
1896,-7,
1897,-5,
1898,-5,
1899,-5,
1900,-2,
