Config Num, Utility
15901,-10,
15902,-1,
15903,-1,
15904,-5,
15905,-5,
15906,-1,
15907,-3,
15908,-5,
15909,-1,
15910,-4,
15911,-7,
15912,-5,
15913,-9,
15914,-2,
15915,-2,
15916,-9,
15917,-2,
15918,-10,
15919,-2,
15920,-7,
15921,-4,
15922,-8,
15923,-3,
15924,-3,
15925,-5,
15926,-10,
15927,-10,
15928,-5,
15929,-7,
15930,-7,
15931,-8,
15932,-9,
15933,-1,
15934,-3,
15935,-6,
15936,-7,
15937,-10,
15938,-5,
15939,-7,
15940,-8,
15941,-7,
15942,-3,
15943,-9,
15944,-8,
15945,-4,
15946,-3,
15947,-3,
15948,-3,
15949,-1,
15950,-7,
