Config Num, Utility
2601,-4,
2602,-1,
2603,-6,
2604,-3,
2605,-6,
2606,-7,
2607,-10,
2608,-6,
2609,-7,
2610,-2,
2611,-7,
2612,-10,
2613,-6,
2614,-5,
2615,-4,
2616,-1,
2617,-5,
2618,-10,
2619,-6,
2620,-3,
2621,-4,
2622,-3,
2623,-6,
2624,-8,
2625,-9,
2626,-3,
2627,-6,
2628,-7,
2629,-3,
2630,-8,
2631,-3,
2632,-3,
2633,-8,
2634,-4,
2635,-1,
2636,-8,
2637,-10,
2638,-10,
2639,-4,
2640,-5,
2641,-10,
2642,-5,
2643,-8,
2644,-4,
2645,-6,
2646,-4,
2647,-2,
2648,-10,
2649,-4,
2650,-5,
2651,-1,
2652,-9,
2653,-7,
2654,-6,
2655,-10,
2656,-6,
2657,-4,
2658,-10,
2659,-2,
2660,-8,
2661,-6,
2662,-1,
2663,-2,
2664,-3,
2665,-2,
2666,-10,
2667,-6,
2668,-2,
2669,-8,
2670,-1,
2671,-7,
2672,-6,
2673,-2,
2674,-5,
2675,-10,
2676,-7,
2677,-9,
2678,-6,
2679,-7,
2680,-10,
2681,-9,
2682,-9,
2683,-3,
2684,-4,
2685,-7,
2686,-9,
2687,-9,
2688,-4,
2689,-6,
2690,-3,
2691,-5,
2692,-7,
2693,-6,
2694,-2,
2695,-6,
2696,-7,
2697,-10,
2698,-4,
2699,-1,
2700,-10,
