Config Num, Utility
2001,-10,
2002,-9,
2003,-9,
2004,-7,
2005,-6,
2006,-5,
2007,-2,
2008,-1,
2009,-8,
2010,-3,
2011,-9,
2012,-2,
2013,-5,
2014,-10,
2015,-7,
2016,-5,
2017,-6,
2018,-5,
2019,-6,
2020,-3,
2021,-3,
2022,-1,
2023,-8,
2024,-4,
2025,-4,
2026,-8,
2027,-6,
2028,-1,
2029,-7,
2030,-10,
2031,-2,
2032,-2,
2033,-7,
2034,-6,
2035,-10,
2036,-8,
2037,-5,
2038,-5,
2039,-9,
2040,-5,
2041,-5,
2042,-4,
2043,-5,
2044,-4,
2045,-7,
2046,-10,
2047,-7,
2048,-5,
2049,-4,
2050,-3,
2051,-7,
2052,-2,
2053,-6,
2054,-9,
2055,-6,
2056,-5,
2057,-7,
2058,-5,
2059,-8,
2060,-7,
2061,-10,
2062,-2,
2063,-8,
2064,-6,
2065,-5,
2066,-3,
2067,-7,
2068,-2,
2069,-10,
2070,-10,
2071,-9,
2072,-9,
2073,-7,
2074,-5,
2075,-9,
2076,-2,
2077,-9,
2078,-10,
2079,-4,
2080,-7,
2081,-3,
2082,-3,
2083,-8,
2084,-3,
2085,-10,
2086,-2,
2087,-5,
2088,-2,
2089,-6,
2090,-2,
2091,-10,
2092,-6,
2093,-9,
2094,-5,
2095,-9,
2096,-2,
2097,-1,
2098,-6,
2099,-5,
2100,-3,
