System Num, Configuration
101,133,
102,110,
103,156,
104,194,
105,195,
106,188,
107,194,
108,158,
109,144,
110,108,
111,155,
112,173,
113,154,
114,114,
115,165,
116,142,
117,126,
118,111,
119,126,
120,154,
121,107,
122,169,
123,152,
124,157,
125,130,
126,151,
127,121,
128,195,
129,174,
130,178,
131,187,
132,185,
133,135,
134,148,
135,177,
136,157,
137,150,
138,160,
139,106,
140,124,
141,103,
142,107,
143,180,
144,140,
145,135,
146,146,
147,138,
148,191,
149,162,
150,118,
151,123,
152,107,
153,140,
154,173,
155,193,
156,143,
157,180,
158,122,
159,185,
160,126,
161,181,
162,129,
163,182,
164,187,
165,113,
166,109,
167,134,
168,118,
169,145,
170,134,
171,170,
172,107,
173,188,
174,103,
175,193,
176,121,
177,130,
178,125,
179,152,
180,192,
181,167,
182,114,
183,113,
184,160,
185,119,
186,194,
187,149,
188,159,
189,169,
190,156,
191,148,
192,122,
193,200,
194,161,
195,151,
196,141,
197,116,
198,101,
199,186,
200,160,
