System Num, Configuration
1501,1565,
1502,1532,
1503,1542,
1504,1507,
1505,1597,
1506,1587,
1507,1518,
1508,1590,
1509,1558,
1510,1502,
1511,1543,
1512,1583,
1513,1596,
1514,1537,
1515,1588,
1516,1528,
1517,1597,
1518,1554,
1519,1580,
1520,1561,
1521,1522,
1522,1582,
1523,1549,
1524,1510,
1525,1510,
1526,1527,
1527,1600,
1528,1567,
1529,1590,
1530,1535,
1531,1530,
1532,1583,
1533,1547,
1534,1531,
1535,1587,
1536,1560,
1537,1504,
1538,1589,
1539,1543,
1540,1588,
1541,1513,
1542,1516,
1543,1566,
1544,1516,
1545,1519,
1546,1559,
1547,1598,
1548,1550,
1549,1547,
1550,1517,
1551,1588,
1552,1589,
1553,1509,
1554,1512,
1555,1544,
1556,1548,
1557,1557,
1558,1571,
1559,1554,
1560,1582,
1561,1600,
1562,1590,
1563,1553,
1564,1592,
1565,1557,
1566,1566,
1567,1507,
1568,1501,
1569,1568,
1570,1519,
1571,1536,
1572,1543,
1573,1529,
1574,1528,
1575,1516,
1576,1598,
1577,1558,
1578,1589,
1579,1552,
1580,1531,
1581,1546,
1582,1598,
1583,1537,
1584,1555,
1585,1562,
1586,1531,
1587,1507,
1588,1566,
1589,1566,
1590,1592,
1591,1553,
1592,1543,
1593,1525,
1594,1508,
1595,1563,
1596,1594,
1597,1507,
1598,1579,
1599,1538,
1600,1561,
