System Num, Configuration
2801,2842,
2802,2853,
2803,2897,
2804,2848,
2805,2890,
2806,2895,
2807,2852,
2808,2854,
2809,2823,
2810,2856,
2811,2844,
2812,2851,
2813,2819,
2814,2899,
2815,2857,
2816,2810,
2817,2843,
2818,2873,
2819,2878,
2820,2815,
2821,2819,
2822,2869,
2823,2897,
2824,2881,
2825,2887,
2826,2836,
2827,2870,
2828,2889,
2829,2831,
2830,2887,
2831,2848,
2832,2865,
2833,2847,
2834,2874,
2835,2876,
2836,2855,
2837,2805,
2838,2873,
2839,2827,
2840,2821,
2841,2813,
2842,2858,
2843,2878,
2844,2809,
2845,2891,
2846,2882,
2847,2877,
2848,2877,
2849,2888,
2850,2803,
2851,2841,
2852,2860,
2853,2831,
2854,2864,
2855,2831,
2856,2817,
2857,2819,
2858,2819,
2859,2823,
2860,2882,
2861,2871,
2862,2879,
2863,2854,
2864,2830,
2865,2833,
2866,2813,
2867,2852,
2868,2899,
2869,2868,
2870,2801,
2871,2889,
2872,2862,
2873,2868,
2874,2891,
2875,2863,
2876,2853,
2877,2836,
2878,2809,
2879,2825,
2880,2847,
2881,2840,
2882,2841,
2883,2883,
2884,2857,
2885,2809,
2886,2831,
2887,2875,
2888,2869,
2889,2883,
2890,2863,
2891,2828,
2892,2811,
2893,2806,
2894,2825,
2895,2846,
2896,2835,
2897,2820,
2898,2886,
2899,2878,
2900,2849,
