System Num, Configuration
801,807,
802,821,
803,872,
804,890,
805,835,
806,814,
807,806,
808,840,
809,850,
810,832,
811,881,
812,890,
813,828,
814,855,
815,864,
816,815,
817,895,
818,900,
819,862,
820,857,
821,861,
822,897,
823,879,
824,872,
825,814,
826,826,
827,836,
828,816,
829,887,
830,897,
831,863,
832,840,
833,861,
834,867,
835,802,
836,865,
837,821,
838,884,
839,897,
840,823,
841,874,
842,862,
843,847,
844,838,
845,885,
846,817,
847,841,
848,881,
849,809,
850,861,
851,877,
852,896,
853,850,
854,822,
855,845,
856,861,
857,823,
858,857,
859,837,
860,835,
861,880,
862,813,
863,824,
864,842,
865,860,
866,837,
867,835,
868,822,
869,895,
870,864,
871,816,
872,838,
873,836,
874,807,
875,810,
876,864,
877,871,
878,871,
879,886,
880,801,
881,833,
882,820,
883,833,
884,812,
885,834,
886,862,
887,857,
888,892,
889,839,
890,855,
891,867,
892,854,
893,840,
894,885,
895,891,
896,872,
897,814,
898,810,
899,848,
900,856,
