System Num, Configuration
1601,1636,
1602,1670,
1603,1681,
1604,1670,
1605,1604,
1606,1606,
1607,1700,
1608,1615,
1609,1638,
1610,1606,
1611,1635,
1612,1700,
1613,1667,
1614,1614,
1615,1692,
1616,1694,
1617,1680,
1618,1672,
1619,1640,
1620,1645,
1621,1665,
1622,1670,
1623,1649,
1624,1643,
1625,1697,
1626,1661,
1627,1649,
1628,1601,
1629,1697,
1630,1649,
1631,1611,
1632,1671,
1633,1655,
1634,1666,
1635,1601,
1636,1659,
1637,1659,
1638,1692,
1639,1605,
1640,1682,
1641,1632,
1642,1643,
1643,1634,
1644,1699,
1645,1688,
1646,1661,
1647,1652,
1648,1617,
1649,1602,
1650,1614,
1651,1609,
1652,1607,
1653,1662,
1654,1607,
1655,1622,
1656,1651,
1657,1603,
1658,1679,
1659,1693,
1660,1649,
1661,1685,
1662,1638,
1663,1624,
1664,1693,
1665,1601,
1666,1635,
1667,1663,
1668,1625,
1669,1602,
1670,1613,
1671,1660,
1672,1684,
1673,1699,
1674,1606,
1675,1612,
1676,1632,
1677,1623,
1678,1633,
1679,1695,
1680,1683,
1681,1693,
1682,1646,
1683,1645,
1684,1641,
1685,1620,
1686,1692,
1687,1627,
1688,1639,
1689,1624,
1690,1691,
1691,1633,
1692,1667,
1693,1672,
1694,1604,
1695,1674,
1696,1653,
1697,1691,
1698,1643,
1699,1650,
1700,1662,
