System Num, Configuration
2901,2954,
2902,2929,
2903,2924,
2904,2909,
2905,2937,
2906,2964,
2907,2939,
2908,2901,
2909,2908,
2910,2916,
2911,2938,
2912,2901,
2913,2944,
2914,2974,
2915,2914,
2916,2982,
2917,2913,
2918,2913,
2919,2937,
2920,2902,
2921,2937,
2922,2936,
2923,2954,
2924,2975,
2925,2992,
2926,2996,
2927,2925,
2928,2909,
2929,2939,
2930,2962,
2931,2966,
2932,2992,
2933,2952,
2934,2932,
2935,2967,
2936,2925,
2937,2978,
2938,2938,
2939,2945,
2940,2926,
2941,2994,
2942,2986,
2943,2960,
2944,2917,
2945,2913,
2946,2915,
2947,2970,
2948,2998,
2949,2934,
2950,2918,
2951,2941,
2952,2910,
2953,3000,
2954,2923,
2955,2970,
2956,2961,
2957,2997,
2958,2998,
2959,2995,
2960,2911,
2961,2994,
2962,2968,
2963,2990,
2964,2923,
2965,2904,
2966,2956,
2967,2956,
2968,2920,
2969,2952,
2970,2972,
2971,2992,
2972,2946,
2973,2995,
2974,2913,
2975,2935,
2976,2901,
2977,2988,
2978,2902,
2979,2982,
2980,2941,
2981,2922,
2982,2906,
2983,2932,
2984,2951,
2985,2911,
2986,3000,
2987,2978,
2988,2939,
2989,2935,
2990,2941,
2991,2901,
2992,2991,
2993,2928,
2994,2901,
2995,2902,
2996,2940,
2997,2921,
2998,2982,
2999,2962,
3000,2987,
