System Num, Configuration
1201,1229,
1202,1296,
1203,1265,
1204,1201,
1205,1244,
1206,1262,
1207,1218,
1208,1253,
1209,1208,
1210,1261,
1211,1230,
1212,1263,
1213,1263,
1214,1214,
1215,1273,
1216,1261,
1217,1223,
1218,1278,
1219,1204,
1220,1226,
1221,1220,
1222,1299,
1223,1285,
1224,1241,
1225,1205,
1226,1232,
1227,1206,
1228,1264,
1229,1255,
1230,1208,
1231,1223,
1232,1266,
1233,1259,
1234,1256,
1235,1214,
1236,1233,
1237,1218,
1238,1269,
1239,1250,
1240,1254,
1241,1231,
1242,1242,
1243,1203,
1244,1274,
1245,1218,
1246,1252,
1247,1289,
1248,1209,
1249,1261,
1250,1239,
1251,1255,
1252,1254,
1253,1272,
1254,1209,
1255,1205,
1256,1275,
1257,1282,
1258,1245,
1259,1279,
1260,1269,
1261,1282,
1262,1250,
1263,1290,
1264,1300,
1265,1288,
1266,1255,
1267,1212,
1268,1223,
1269,1242,
1270,1243,
1271,1218,
1272,1226,
1273,1291,
1274,1286,
1275,1294,
1276,1205,
1277,1291,
1278,1274,
1279,1251,
1280,1250,
1281,1276,
1282,1248,
1283,1207,
1284,1252,
1285,1217,
1286,1231,
1287,1203,
1288,1211,
1289,1270,
1290,1248,
1291,1298,
1292,1251,
1293,1259,
1294,1205,
1295,1296,
1296,1256,
1297,1246,
1298,1208,
1299,1282,
1300,1281,
