System Num, Configuration
501,570,
502,510,
503,531,
504,539,
505,509,
506,597,
507,563,
508,554,
509,563,
510,537,
511,587,
512,522,
513,541,
514,531,
515,534,
516,588,
517,537,
518,599,
519,556,
520,564,
521,547,
522,581,
523,564,
524,544,
525,516,
526,553,
527,595,
528,572,
529,573,
530,562,
531,596,
532,561,
533,554,
534,597,
535,577,
536,583,
537,577,
538,517,
539,555,
540,563,
541,518,
542,511,
543,575,
544,503,
545,534,
546,554,
547,503,
548,576,
549,554,
550,577,
551,591,
552,589,
553,530,
554,585,
555,547,
556,553,
557,518,
558,510,
559,558,
560,583,
561,571,
562,515,
563,581,
564,563,
565,555,
566,502,
567,572,
568,534,
569,512,
570,534,
571,514,
572,542,
573,560,
574,579,
575,543,
576,520,
577,519,
578,565,
579,574,
580,579,
581,565,
582,593,
583,585,
584,522,
585,563,
586,581,
587,571,
588,583,
589,512,
590,583,
591,588,
592,571,
593,561,
594,556,
595,556,
596,526,
597,502,
598,511,
599,577,
600,511,
