System Num, Configuration
2101,2107,
2102,2197,
2103,2150,
2104,2179,
2105,2196,
2106,2170,
2107,2104,
2108,2151,
2109,2103,
2110,2144,
2111,2117,
2112,2197,
2113,2137,
2114,2178,
2115,2136,
2116,2130,
2117,2115,
2118,2126,
2119,2124,
2120,2198,
2121,2135,
2122,2107,
2123,2146,
2124,2133,
2125,2124,
2126,2125,
2127,2126,
2128,2121,
2129,2140,
2130,2159,
2131,2134,
2132,2109,
2133,2173,
2134,2133,
2135,2143,
2136,2102,
2137,2144,
2138,2184,
2139,2175,
2140,2155,
2141,2162,
2142,2124,
2143,2126,
2144,2114,
2145,2106,
2146,2161,
2147,2182,
2148,2114,
2149,2192,
2150,2185,
2151,2117,
2152,2200,
2153,2132,
2154,2125,
2155,2157,
2156,2103,
2157,2131,
2158,2179,
2159,2178,
2160,2116,
2161,2151,
2162,2177,
2163,2104,
2164,2186,
2165,2134,
2166,2109,
2167,2141,
2168,2175,
2169,2116,
2170,2128,
2171,2175,
2172,2109,
2173,2118,
2174,2132,
2175,2143,
2176,2116,
2177,2179,
2178,2162,
2179,2101,
2180,2101,
2181,2170,
2182,2146,
2183,2124,
2184,2147,
2185,2103,
2186,2112,
2187,2182,
2188,2177,
2189,2199,
2190,2147,
2191,2173,
2192,2105,
2193,2152,
2194,2171,
2195,2101,
2196,2153,
2197,2154,
2198,2119,
2199,2130,
2200,2116,
