System Num, Configuration
1001,1031,
1002,1020,
1003,1042,
1004,1033,
1005,1077,
1006,1017,
1007,1100,
1008,1058,
1009,1082,
1010,1033,
1011,1064,
1012,1063,
1013,1014,
1014,1030,
1015,1068,
1016,1017,
1017,1058,
1018,1100,
1019,1028,
1020,1092,
1021,1082,
1022,1040,
1023,1065,
1024,1077,
1025,1050,
1026,1072,
1027,1025,
1028,1099,
1029,1008,
1030,1062,
1031,1018,
1032,1085,
1033,1077,
1034,1040,
1035,1072,
1036,1089,
1037,1087,
1038,1043,
1039,1026,
1040,1058,
1041,1083,
1042,1069,
1043,1001,
1044,1089,
1045,1049,
1046,1021,
1047,1089,
1048,1034,
1049,1006,
1050,1085,
1051,1037,
1052,1077,
1053,1030,
1054,1062,
1055,1078,
1056,1091,
1057,1026,
1058,1073,
1059,1092,
1060,1062,
1061,1048,
1062,1087,
1063,1061,
1064,1006,
1065,1091,
1066,1015,
1067,1058,
1068,1004,
1069,1058,
1070,1027,
1071,1039,
1072,1017,
1073,1069,
1074,1008,
1075,1015,
1076,1014,
1077,1067,
1078,1024,
1079,1042,
1080,1006,
1081,1047,
1082,1055,
1083,1024,
1084,1018,
1085,1022,
1086,1086,
1087,1092,
1088,1022,
1089,1082,
1090,1047,
1091,1085,
1092,1058,
1093,1053,
1094,1033,
1095,1024,
1096,1079,
1097,1056,
1098,1005,
1099,1083,
1100,1076,
