System Num, Configuration
2601,2642,
2602,2611,
2603,2660,
2604,2610,
2605,2644,
2606,2652,
2607,2680,
2608,2668,
2609,2633,
2610,2663,
2611,2609,
2612,2646,
2613,2671,
2614,2636,
2615,2682,
2616,2622,
2617,2633,
2618,2605,
2619,2615,
2620,2623,
2621,2646,
2622,2649,
2623,2621,
2624,2604,
2625,2613,
2626,2633,
2627,2664,
2628,2631,
2629,2612,
2630,2665,
2631,2695,
2632,2678,
2633,2632,
2634,2691,
2635,2638,
2636,2649,
2637,2663,
2638,2655,
2639,2608,
2640,2668,
2641,2601,
2642,2615,
2643,2669,
2644,2698,
2645,2665,
2646,2685,
2647,2670,
2648,2639,
2649,2688,
2650,2695,
2651,2669,
2652,2670,
2653,2620,
2654,2635,
2655,2648,
2656,2680,
2657,2694,
2658,2629,
2659,2696,
2660,2626,
2661,2686,
2662,2646,
2663,2668,
2664,2685,
2665,2601,
2666,2644,
2667,2680,
2668,2677,
2669,2649,
2670,2660,
2671,2632,
2672,2647,
2673,2677,
2674,2672,
2675,2682,
2676,2608,
2677,2607,
2678,2677,
2679,2628,
2680,2684,
2681,2611,
2682,2696,
2683,2639,
2684,2676,
2685,2619,
2686,2669,
2687,2634,
2688,2648,
2689,2613,
2690,2648,
2691,2643,
2692,2624,
2693,2618,
2694,2602,
2695,2639,
2696,2654,
2697,2635,
2698,2681,
2699,2697,
2700,2618,
