System Num, Configuration
1701,1745,
1702,1771,
1703,1736,
1704,1768,
1705,1784,
1706,1772,
1707,1716,
1708,1745,
1709,1759,
1710,1728,
1711,1730,
1712,1794,
1713,1726,
1714,1747,
1715,1767,
1716,1736,
1717,1759,
1718,1739,
1719,1784,
1720,1766,
1721,1787,
1722,1753,
1723,1709,
1724,1780,
1725,1755,
1726,1705,
1727,1748,
1728,1740,
1729,1719,
1730,1800,
1731,1703,
1732,1799,
1733,1710,
1734,1779,
1735,1742,
1736,1781,
1737,1782,
1738,1789,
1739,1720,
1740,1772,
1741,1799,
1742,1705,
1743,1730,
1744,1723,
1745,1707,
1746,1726,
1747,1775,
1748,1716,
1749,1702,
1750,1751,
1751,1787,
1752,1758,
1753,1707,
1754,1723,
1755,1718,
1756,1749,
1757,1799,
1758,1788,
1759,1707,
1760,1764,
1761,1732,
1762,1720,
1763,1782,
1764,1749,
1765,1711,
1766,1774,
1767,1747,
1768,1701,
1769,1740,
1770,1781,
1771,1751,
1772,1723,
1773,1780,
1774,1743,
1775,1738,
1776,1715,
1777,1706,
1778,1793,
1779,1734,
1780,1781,
1781,1717,
1782,1750,
1783,1767,
1784,1795,
1785,1774,
1786,1728,
1787,1735,
1788,1708,
1789,1773,
1790,1750,
1791,1737,
1792,1746,
1793,1727,
1794,1792,
1795,1722,
1796,1746,
1797,1791,
1798,1757,
1799,1788,
1800,1733,
