System Num, Configuration
2501,2523,
2502,2573,
2503,2573,
2504,2595,
2505,2536,
2506,2580,
2507,2550,
2508,2543,
2509,2553,
2510,2559,
2511,2565,
2512,2528,
2513,2600,
2514,2512,
2515,2530,
2516,2504,
2517,2551,
2518,2587,
2519,2503,
2520,2539,
2521,2502,
2522,2561,
2523,2521,
2524,2524,
2525,2573,
2526,2599,
2527,2567,
2528,2596,
2529,2504,
2530,2503,
2531,2514,
2532,2590,
2533,2525,
2534,2555,
2535,2524,
2536,2550,
2537,2508,
2538,2552,
2539,2546,
2540,2573,
2541,2530,
2542,2587,
2543,2501,
2544,2563,
2545,2595,
2546,2534,
2547,2568,
2548,2520,
2549,2585,
2550,2597,
2551,2548,
2552,2551,
2553,2567,
2554,2539,
2555,2570,
2556,2577,
2557,2548,
2558,2570,
2559,2557,
2560,2511,
2561,2501,
2562,2547,
2563,2597,
2564,2536,
2565,2557,
2566,2527,
2567,2576,
2568,2505,
2569,2514,
2570,2567,
2571,2508,
2572,2558,
2573,2506,
2574,2541,
2575,2534,
2576,2526,
2577,2542,
2578,2581,
2579,2585,
2580,2532,
2581,2512,
2582,2548,
2583,2584,
2584,2542,
2585,2560,
2586,2508,
2587,2514,
2588,2574,
2589,2555,
2590,2549,
2591,2512,
2592,2600,
2593,2519,
2594,2506,
2595,2528,
2596,2594,
2597,2599,
2598,2517,
2599,2537,
2600,2516,
