System Num, Configuration
1301,1389,
1302,1397,
1303,1372,
1304,1399,
1305,1324,
1306,1376,
1307,1334,
1308,1383,
1309,1329,
1310,1383,
1311,1325,
1312,1357,
1313,1322,
1314,1400,
1315,1348,
1316,1303,
1317,1302,
1318,1396,
1319,1395,
1320,1395,
1321,1342,
1322,1334,
1323,1345,
1324,1331,
1325,1310,
1326,1375,
1327,1305,
1328,1303,
1329,1376,
1330,1360,
1331,1315,
1332,1346,
1333,1314,
1334,1369,
1335,1354,
1336,1303,
1337,1340,
1338,1366,
1339,1365,
1340,1344,
1341,1398,
1342,1304,
1343,1398,
1344,1397,
1345,1388,
1346,1317,
1347,1312,
1348,1308,
1349,1361,
1350,1325,
1351,1381,
1352,1305,
1353,1317,
1354,1326,
1355,1400,
1356,1374,
1357,1377,
1358,1355,
1359,1394,
1360,1384,
1361,1382,
1362,1333,
1363,1396,
1364,1356,
1365,1346,
1366,1342,
1367,1397,
1368,1400,
1369,1380,
1370,1360,
1371,1357,
1372,1366,
1373,1320,
1374,1371,
1375,1320,
1376,1340,
1377,1374,
1378,1383,
1379,1390,
1380,1347,
1381,1352,
1382,1352,
1383,1381,
1384,1307,
1385,1319,
1386,1367,
1387,1310,
1388,1331,
1389,1319,
1390,1306,
1391,1302,
1392,1382,
1393,1362,
1394,1393,
1395,1344,
1396,1349,
1397,1394,
1398,1370,
1399,1319,
1400,1351,
