System Num, Configuration
2401,2469,
2402,2448,
2403,2468,
2404,2430,
2405,2405,
2406,2449,
2407,2478,
2408,2418,
2409,2477,
2410,2465,
2411,2473,
2412,2420,
2413,2499,
2414,2463,
2415,2489,
2416,2452,
2417,2473,
2418,2417,
2419,2406,
2420,2428,
2421,2476,
2422,2442,
2423,2444,
2424,2408,
2425,2410,
2426,2422,
2427,2488,
2428,2402,
2429,2452,
2430,2443,
2431,2475,
2432,2409,
2433,2418,
2434,2465,
2435,2463,
2436,2500,
2437,2416,
2438,2404,
2439,2458,
2440,2481,
2441,2438,
2442,2429,
2443,2500,
2444,2495,
2445,2466,
2446,2463,
2447,2485,
2448,2421,
2449,2446,
2450,2449,
2451,2495,
2452,2408,
2453,2486,
2454,2454,
2455,2478,
2456,2473,
2457,2459,
2458,2440,
2459,2449,
2460,2421,
2461,2430,
2462,2473,
2463,2481,
2464,2403,
2465,2492,
2466,2432,
2467,2414,
2468,2456,
2469,2478,
2470,2437,
2471,2422,
2472,2413,
2473,2446,
2474,2489,
2475,2455,
2476,2460,
2477,2500,
2478,2473,
2479,2409,
2480,2456,
2481,2483,
2482,2408,
2483,2449,
2484,2445,
2485,2432,
2486,2460,
2487,2425,
2488,2425,
2489,2478,
2490,2462,
2491,2431,
2492,2470,
2493,2449,
2494,2415,
2495,2450,
2496,2432,
2497,2485,
2498,2469,
2499,2480,
2500,2402,
