System Num, Configuration
1,83,
2,7,
3,39,
4,14,
5,25,
6,23,
7,61,
8,75,
9,100,
10,84,
11,57,
12,45,
13,8,
14,32,
15,97,
16,78,
17,66,
18,85,
19,93,
20,70,
21,10,
22,42,
23,92,
24,14,
25,40,
26,16,
27,76,
28,29,
29,17,
30,8,
31,93,
32,42,
33,84,
34,8,
35,55,
36,92,
37,28,
38,57,
39,15,
40,71,
41,21,
42,67,
43,9,
44,39,
45,27,
46,33,
47,87,
48,72,
49,70,
50,93,
51,5,
52,45,
53,25,
54,53,
55,100,
56,74,
57,73,
58,19,
59,45,
60,69,
61,55,
62,5,
63,61,
64,68,
65,99,
66,9,
67,59,
68,53,
69,48,
70,32,
71,67,
72,16,
73,5,
74,44,
75,21,
76,74,
77,1,
78,68,
79,85,
80,31,
81,46,
82,40,
83,46,
84,21,
85,23,
86,65,
87,32,
88,96,
89,81,
90,74,
91,9,
92,87,
93,14,
94,54,
95,1,
96,85,
97,46,
98,86,
99,91,
100,5,
