System Num, Configuration
601,645,
602,612,
603,643,
604,625,
605,625,
606,631,
607,653,
608,607,
609,614,
610,604,
611,608,
612,624,
613,615,
614,633,
615,687,
616,629,
617,696,
618,629,
619,642,
620,667,
621,693,
622,682,
623,658,
624,674,
625,655,
626,631,
627,680,
628,642,
629,695,
630,684,
631,623,
632,627,
633,632,
634,619,
635,668,
636,621,
637,643,
638,683,
639,633,
640,650,
641,662,
642,652,
643,678,
644,669,
645,651,
646,661,
647,692,
648,665,
649,655,
650,606,
651,619,
652,678,
653,660,
654,622,
655,608,
656,629,
657,667,
658,686,
659,644,
660,637,
661,686,
662,697,
663,680,
664,671,
665,634,
666,631,
667,683,
668,664,
669,605,
670,697,
671,673,
672,601,
673,699,
674,671,
675,678,
676,665,
677,679,
678,644,
679,675,
680,609,
681,601,
682,651,
683,652,
684,646,
685,644,
686,671,
687,656,
688,665,
689,630,
690,602,
691,646,
692,623,
693,631,
694,611,
695,602,
696,625,
697,668,
698,666,
699,679,
700,602,
