System Num, Configuration
201,272,
202,207,
203,262,
204,259,
205,240,
206,232,
207,230,
208,271,
209,267,
210,213,
211,289,
212,294,
213,243,
214,297,
215,266,
216,223,
217,226,
218,273,
219,270,
220,280,
221,250,
222,255,
223,256,
224,201,
225,277,
226,218,
227,298,
228,206,
229,216,
230,292,
231,202,
232,271,
233,202,
234,258,
235,255,
236,218,
237,255,
238,214,
239,264,
240,210,
241,236,
242,271,
243,251,
244,254,
245,226,
246,241,
247,252,
248,209,
249,214,
250,252,
251,273,
252,226,
253,215,
254,212,
255,254,
256,285,
257,259,
258,207,
259,270,
260,225,
261,245,
262,243,
263,260,
264,244,
265,293,
266,250,
267,297,
268,220,
269,215,
270,232,
271,258,
272,252,
273,277,
274,268,
275,270,
276,220,
277,291,
278,208,
279,259,
280,218,
281,244,
282,219,
283,218,
284,283,
285,219,
286,252,
287,254,
288,273,
289,225,
290,201,
291,297,
292,235,
293,226,
294,202,
295,253,
296,222,
297,232,
298,248,
299,282,
300,255,
