Observable Num, Coverable Configurations
241,482-483-487-490-492-493-494-496-497-498-,
242,481-482-484-488-490-494-495-496-497-499-500-,
243,489-491-492-494-495-496-497-498-499-500-,
244,486-487-489-490-495-497-498-500-,
245,481-482-483-484-485-487-488-492-493-494-498-499-,
246,481-482-483-484-485-486-487-489-491-492-495-497-498-500-,
247,481-483-484-485-488-489-492-493-494-498-499-,
248,482-485-487-488-489-491-495-496-498-499-500-,
249,481-482-484-485-487-489-490-491-492-496-497-500-,
250,482-484-485-488-494-,
