Observable Num, Coverable Configurations
221,441-442-444-446-447-448-449-450-452-453-454-455-458-460-,
222,441-447-451-452-453-457-460-,
223,442-443-444-447-448-449-450-453-454-455-456-457-458-459-460-,
224,442-446-447-448-449-452-454-455-458-459-,
225,443-445-447-448-451-457-458-460-,
226,442-443-444-445-446-449-450-451-452-453-455-,
227,441-446-448-450-452-453-456-458-459-,
228,441-444-445-447-450-451-452-453-454-456-457-,
229,442-444-449-451-453-454-456-457-459-,
230,442-444-445-448-450-451-452-456-458-,
