Observable Num, Coverable Configurations
251,505-506-507-508-509-510-511-514-515-516-518-519-520-,
252,502-503-504-506-510-516-520-,
253,501-503-504-506-507-508-509-511-513-514-515-516-518-519-520-,
254,503-505-506-510-511-514-516-518-520-,
255,504-505-507-508-509-511-519-520-,
256,502-503-504-506-507-509-510-511-512-513-514-520-,
257,501-502-503-505-507-511-512-513-517-520-,
258,501-502-503-505-506-507-509-511-517-518-520-,
259,501-504-508-509-510-512-513-514-515-516-518-,
260,502-503-504-506-508-511-513-514-515-,
