Observable Num, Coverable Configurations
141,351-352-354-357-358-360-361-363-365-366-369-370-371-372-373-375-382-388-389-392-395-397-398-399-,
142,351-352-353-354-355-356-357-359-361-362-367-368-369-372-373-377-378-379-383-384-386-389-390-391-392-394-395-398-400-,
143,351-352-353-354-355-356-358-363-365-366-367-372-375-377-381-383-384-386-387-388-389-390-393-394-396-398-,
144,351-353-355-357-359-366-368-371-373-374-378-381-384-388-394-395-397-,
145,351-353-354-357-359-360-361-363-364-367-368-370-371-372-373-374-375-376-378-379-382-385-386-387-389-390-391-393-394-395-397-398-400-,
146,351-354-357-358-359-360-361-362-365-366-372-376-377-378-379-384-386-389-391-392-394-395-396-397-400-,
147,352-353-354-355-357-358-359-360-363-364-367-369-370-371-372-374-382-384-385-386-388-390-391-393-395-400-,
148,351-354-356-359-360-362-364-368-369-371-373-374-375-381-382-389-390-392-393-394-396-,
149,353-354-358-359-360-364-365-368-370-371-378-380-381-382-390-392-394-395-399-,
150,352-355-356-357-359-360-362-363-371-372-379-380-384-385-387-389-390-391-392-393-395-397-399-,
151,354-355-357-361-362-364-365-368-369-371-373-375-376-379-380-381-383-385-386-387-389-392-393-398-399-400-,
152,353-354-357-358-360-361-363-367-368-371-373-375-376-378-379-380-381-382-383-385-387-388-389-391-393-395-396-397-400-,
153,351-353-354-356-357-358-359-361-362-364-367-368-370-372-373-377-378-379-380-383-384-387-389-390-391-395-397-,
154,351-358-359-363-370-371-372-374-377-378-386-387-388-390-392-394-399-,
155,352-353-356-357-359-362-364-365-367-368-369-373-375-376-378-379-380-381-382-383-385-388-390-391-392-393-394-395-396-398-400-,
156,352-353-355-356-360-361-364-365-366-367-369-371-373-377-384-389-391-395-396-397-398-400-,
157,356-359-361-362-363-364-367-368-369-371-372-373-374-376-379-381-385-387-388-389-390-392-394-395-396-398-400-,
158,352-354-355-356-360-362-366-367-369-373-376-377-378-379-382-384-386-387-388-389-390-391-393-394-395-397-398-400-,
159,351-352-355-356-358-360-362-363-365-367-368-371-372-374-375-377-378-382-384-386-388-391-392-393-394-395-398-,
160,351-355-356-357-358-360-362-363-365-368-373-377-378-384-387-388-389-395-397-399-400-,
