Configuration, ObservableConfiguration, Cost
41,33,10000,
41,34,10000,
41,35,25,
41,36,62,
41,37,10000,
41,38,32,
41,39,7,
41,40,10000,
41,41,10000,
41,42,29,
41,43,10000,
41,44,10000,
41,45,64,
41,46,10000,
41,47,10000,
41,48,12,
42,33,16,
42,34,12,
42,35,10000,
42,36,67,
42,37,80,
42,38,52,
42,39,1,
42,40,43,
42,41,96,
42,42,10000,
42,43,10000,
42,44,10000,
42,45,98,
42,46,10000,
42,47,10000,
42,48,37,
43,33,10000,
43,34,79,
43,35,10000,
43,36,58,
43,37,10000,
43,38,10000,
43,39,10000,
43,40,10000,
43,41,29,
43,42,10000,
43,43,10000,
43,44,89,
43,45,52,
43,46,10000,
43,47,10000,
43,48,68,
44,33,10000,
44,34,37,
44,35,8,
44,36,71,
44,37,10000,
44,38,11,
44,39,19,
44,40,10000,
44,41,10000,
44,42,46,
44,43,10000,
44,44,10000,
44,45,10000,
44,46,10000,
44,47,10000,
44,48,10000,
45,33,10000,
45,34,10000,
45,35,10000,
45,36,70,
45,37,10000,
45,38,10000,
45,39,10000,
45,40,10000,
45,41,95,
45,42,34,
45,43,45,
45,44,10000,
45,45,75,
45,46,10000,
45,47,10000,
45,48,10000,
46,33,10000,
46,34,10000,
46,35,10000,
46,36,66,
46,37,42,
46,38,10000,
46,39,10000,
46,40,10000,
46,41,10000,
46,42,10000,
46,43,47,
46,44,9,
46,45,59,
46,46,71,
46,47,73,
46,48,10000,
47,33,41,
47,34,10000,
47,35,1,
47,36,47,
47,37,10000,
47,38,27,
47,39,10000,
47,40,94,
47,41,10000,
47,42,10000,
47,43,41,
47,44,86,
47,45,10000,
47,46,49,
47,47,10000,
47,48,10000,
48,33,10000,
48,34,3,
48,35,61,
48,36,10000,
48,37,57,
48,38,10000,
48,39,10000,
48,40,10000,
48,41,10000,
48,42,10000,
48,43,10000,
48,44,10,
48,45,60,
48,46,10000,
48,47,89,
48,48,10000,
49,33,10000,
49,34,10000,
49,35,10000,
49,36,10000,
49,37,10000,
49,38,37,
49,39,10000,
49,40,56,
49,41,63,
49,42,10000,
49,43,72,
49,44,10000,
49,45,47,
49,46,10000,
49,47,25,
49,48,41,
50,33,10000,
50,34,10000,
50,35,10000,
50,36,100,
50,37,10000,
50,38,10000,
50,39,96,
50,40,34,
50,41,10000,
50,42,74,
50,43,83,
50,44,10000,
50,45,10000,
50,46,85,
50,47,21,
50,48,10000,
51,33,99,
51,34,8,
51,35,57,
51,36,52,
51,37,10000,
51,38,10000,
51,39,98,
51,40,14,
51,41,10000,
51,42,81,
51,43,10000,
51,44,10000,
51,45,10000,
51,46,33,
51,47,10000,
51,48,27,
52,33,56,
52,34,10000,
52,35,22,
52,36,96,
52,37,10000,
52,38,10000,
52,39,10000,
52,40,49,
52,41,5,
52,42,54,
52,43,10000,
52,44,10000,
52,45,74,
52,46,37,
52,47,10000,
52,48,47,
53,33,2,
53,34,10000,
53,35,44,
53,36,10000,
53,37,76,
53,38,83,
53,39,40,
53,40,96,
53,41,41,
53,42,10000,
53,43,51,
53,44,10000,
53,45,12,
53,46,4,
53,47,10000,
53,48,33,
54,33,76,
54,34,10000,
54,35,61,
54,36,10000,
54,37,10000,
54,38,10000,
54,39,10000,
54,40,3,
54,41,51,
54,42,10000,
54,43,10000,
54,44,55,
54,45,10000,
54,46,10000,
54,47,86,
54,48,10000,
55,33,30,
55,34,28,
55,35,10000,
55,36,10000,
55,37,10000,
55,38,10000,
55,39,10000,
55,40,10000,
55,41,10000,
55,42,10000,
55,43,10000,
55,44,10000,
55,45,40,
55,46,55,
55,47,10000,
55,48,32,
56,33,8,
56,34,10000,
56,35,10000,
56,36,67,
56,37,10000,
56,38,26,
56,39,15,
56,40,10000,
56,41,27,
56,42,95,
56,43,10000,
56,44,10000,
56,45,91,
56,46,10000,
56,47,10000,
56,48,52,
57,33,10000,
57,34,94,
57,35,10000,
57,36,4,
57,37,56,
57,38,1,
57,39,10000,
57,40,78,
57,41,10000,
57,42,77,
57,43,10000,
57,44,35,
57,45,10000,
57,46,69,
57,47,10000,
57,48,90,
58,33,11,
58,34,10000,
58,35,10000,
58,36,18,
58,37,10000,
58,38,64,
58,39,42,
58,40,1,
58,41,36,
58,42,89,
58,43,89,
58,44,10000,
58,45,96,
58,46,10000,
58,47,10000,
58,48,9,
59,33,10000,
59,34,10000,
59,35,79,
59,36,10000,
59,37,61,
59,38,3,
59,39,10000,
59,40,10000,
59,41,10000,
59,42,10000,
59,43,10000,
59,44,10000,
59,45,65,
59,46,16,
59,47,10000,
59,48,10000,
60,33,10000,
60,34,10000,
60,35,19,
60,36,10000,
60,37,29,
60,38,10000,
60,39,10000,
60,40,10000,
60,41,10000,
60,42,19,
60,43,10000,
60,44,10000,
60,45,65,
60,46,10000,
60,47,12,
60,48,10000,
Budget,292,
