Configuration, ObservableConfiguration, Cost
201,49,60,
201,50,10000,
201,51,10000,
201,52,10000,
201,53,18,
201,54,10000,
201,55,8,
201,56,4,
201,57,10000,
201,58,10000,
201,59,10000,
201,60,10000,
202,49,28,
202,50,10,
202,51,10000,
202,52,96,
202,53,10000,
202,54,10000,
202,55,19,
202,56,26,
202,57,10000,
202,58,80,
202,59,10000,
202,60,3,
203,49,10000,
203,50,43,
203,51,22,
203,52,34,
203,53,10000,
203,54,40,
203,55,43,
203,56,10000,
203,57,92,
203,58,38,
203,59,12,
203,60,10000,
204,49,10000,
204,50,84,
204,51,95,
204,52,37,
204,53,10000,
204,54,80,
204,55,10000,
204,56,10000,
204,57,39,
204,58,10000,
204,59,10000,
204,60,81,
205,49,44,
205,50,10000,
205,51,11,
205,52,10000,
205,53,10000,
205,54,59,
205,55,95,
205,56,49,
205,57,74,
205,58,13,
205,59,43,
205,60,10000,
206,49,10000,
206,50,72,
206,51,10000,
206,52,10000,
206,53,10000,
206,54,10000,
206,55,39,
206,56,10000,
206,57,10000,
206,58,10000,
206,59,78,
206,60,10000,
207,49,10000,
207,50,10000,
207,51,53,
207,52,38,
207,53,32,
207,54,10000,
207,55,10000,
207,56,10000,
207,57,86,
207,58,10000,
207,59,18,
207,60,95,
208,49,86,
208,50,51,
208,51,10000,
208,52,10000,
208,53,6,
208,54,48,
208,55,10000,
208,56,10000,
208,57,82,
208,58,14,
208,59,10000,
208,60,1,
209,49,32,
209,50,10000,
209,51,47,
209,52,50,
209,53,10000,
209,54,67,
209,55,10000,
209,56,80,
209,57,43,
209,58,10000,
209,59,39,
209,60,18,
210,49,10000,
210,50,94,
210,51,80,
210,52,94,
210,53,10000,
210,54,57,
210,55,3,
210,56,10000,
210,57,27,
210,58,42,
210,59,22,
210,60,94,
211,49,10000,
211,50,10000,
211,51,51,
211,52,64,
211,53,100,
211,54,17,
211,55,95,
211,56,36,
211,57,36,
211,58,10000,
211,59,86,
211,60,10000,
212,49,10000,
212,50,10000,
212,51,3,
212,52,31,
212,53,14,
212,54,71,
212,55,65,
212,56,10000,
212,57,78,
212,58,10000,
212,59,57,
212,60,99,
213,49,10000,
213,50,10000,
213,51,50,
213,52,53,
213,53,10000,
213,54,55,
213,55,97,
213,56,10000,
213,57,7,
213,58,53,
213,59,14,
213,60,10000,
214,49,75,
214,50,10000,
214,51,10000,
214,52,13,
214,53,10000,
214,54,10000,
214,55,71,
214,56,10000,
214,57,69,
214,58,10000,
214,59,10000,
214,60,10000,
215,49,10000,
215,50,10000,
215,51,10000,
215,52,8,
215,53,10000,
215,54,10000,
215,55,53,
215,56,41,
215,57,3,
215,58,31,
215,59,10000,
215,60,10000,
216,49,10000,
216,50,10000,
216,51,53,
216,52,40,
216,53,11,
216,54,52,
216,55,10000,
216,56,10000,
216,57,10000,
216,58,10000,
216,59,57,
216,60,10000,
217,49,6,
217,50,10000,
217,51,10000,
217,52,10000,
217,53,10000,
217,54,10000,
217,55,7,
217,56,10000,
217,57,10000,
217,58,10000,
217,59,10000,
217,60,66,
218,49,10000,
218,50,9,
218,51,10000,
218,52,10000,
218,53,10000,
218,54,91,
218,55,10000,
218,56,23,
218,57,10000,
218,58,10000,
218,59,11,
218,60,10000,
219,49,10000,
219,50,10000,
219,51,10000,
219,52,10000,
219,53,69,
219,54,10,
219,55,67,
219,56,10000,
219,57,71,
219,58,39,
219,59,20,
219,60,85,
220,49,10000,
220,50,99,
220,51,10000,
220,52,76,
220,53,47,
220,54,22,
220,55,10000,
220,56,91,
220,57,10,
220,58,10000,
220,59,58,
220,60,39,
221,49,10000,
221,50,36,
221,51,38,
221,52,10000,
221,53,10000,
221,54,55,
221,55,10000,
221,56,52,
221,57,64,
221,58,10000,
221,59,23,
221,60,10000,
222,49,28,
222,50,10000,
222,51,4,
222,52,3,
222,53,10000,
222,54,10000,
222,55,47,
222,56,10000,
222,57,46,
222,58,10000,
222,59,10000,
222,60,10000,
223,49,33,
223,50,30,
223,51,10000,
223,52,86,
223,53,10000,
223,54,10000,
223,55,10000,
223,56,10000,
223,57,10000,
223,58,10000,
223,59,10000,
223,60,10000,
224,49,10000,
224,50,54,
224,51,67,
224,52,64,
224,53,10000,
224,54,60,
224,55,10000,
224,56,2,
224,57,10000,
224,58,10000,
224,59,10000,
224,60,4,
225,49,10000,
225,50,10000,
225,51,73,
225,52,10000,
225,53,79,
225,54,10000,
225,55,80,
225,56,10000,
225,57,16,
225,58,10000,
225,59,88,
225,60,87,
226,49,10000,
226,50,10000,
226,51,79,
226,52,50,
226,53,10000,
226,54,81,
226,55,3,
226,56,10000,
226,57,35,
226,58,51,
226,59,10000,
226,60,67,
227,49,6,
227,50,79,
227,51,10000,
227,52,41,
227,53,48,
227,54,98,
227,55,26,
227,56,10000,
227,57,10000,
227,58,10000,
227,59,33,
227,60,10000,
228,49,55,
228,50,10000,
228,51,10000,
228,52,10000,
228,53,10000,
228,54,10000,
228,55,10000,
228,56,10000,
228,57,68,
228,58,10000,
228,59,43,
228,60,92,
229,49,15,
229,50,10000,
229,51,10000,
229,52,92,
229,53,10000,
229,54,46,
229,55,10000,
229,56,10000,
229,57,10000,
229,58,64,
229,59,10000,
229,60,70,
230,49,80,
230,50,30,
230,51,10000,
230,52,10000,
230,53,10000,
230,54,51,
230,55,10000,
230,56,17,
230,57,10000,
230,58,10000,
230,59,10000,
230,60,90,
231,49,17,
231,50,10000,
231,51,32,
231,52,10000,
231,53,95,
231,54,10000,
231,55,10000,
231,56,3,
231,57,29,
231,58,10000,
231,59,10000,
231,60,10000,
232,49,10000,
232,50,65,
232,51,10000,
232,52,10000,
232,53,78,
232,54,10000,
232,55,10000,
232,56,10000,
232,57,16,
232,58,10,
232,59,10000,
232,60,10000,
233,49,10000,
233,50,10000,
233,51,81,
233,52,53,
233,53,10000,
233,54,79,
233,55,41,
233,56,36,
233,57,48,
233,58,10000,
233,59,10000,
233,60,18,
234,49,10000,
234,50,74,
234,51,13,
234,52,78,
234,53,20,
234,54,14,
234,55,100,
234,56,10000,
234,57,10000,
234,58,10000,
234,59,10000,
234,60,57,
235,49,45,
235,50,10000,
235,51,93,
235,52,10000,
235,53,53,
235,54,65,
235,55,10000,
235,56,10000,
235,57,10000,
235,58,77,
235,59,10000,
