Configuration, ObservableConfiguration, Cost
541,541,10000,
541,542,10000,
541,543,10000,
541,544,10000,
541,545,10000,
541,546,99,
541,547,86,
541,548,10000,
541,549,68,
541,550,89,
541,551,66,
541,552,6,
541,553,79,
541,554,10000,
541,555,73,
541,556,69,
541,557,10000,
541,558,10000,
541,559,10000,
541,560,10000,
542,541,10000,
542,542,100,
542,543,61,
542,544,10000,
542,545,10000,
542,546,28,
542,547,16,
542,548,40,
542,549,10000,
542,550,10000,
542,551,90,
542,552,10000,
542,553,13,
542,554,5,
542,555,45,
542,556,10000,
542,557,10000,
542,558,10000,
542,559,73,
542,560,8,
543,541,10000,
543,542,69,
543,543,10000,
543,544,10000,
543,545,10000,
543,546,10000,
543,547,10000,
543,548,10000,
543,549,90,
543,550,12,
543,551,10000,
543,552,4,
543,553,10000,
543,554,95,
543,555,10000,
543,556,10000,
543,557,10000,
543,558,10000,
543,559,10000,
543,560,62,
544,541,10000,
544,542,4,
544,543,3,
544,544,10000,
544,545,33,
544,546,79,
544,547,10000,
544,548,10000,
544,549,10000,
544,550,10000,
544,551,10000,
544,552,60,
544,553,3,
544,554,10000,
544,555,88,
544,556,53,
544,557,8,
544,558,10000,
544,559,64,
544,560,25,
545,541,10000,
545,542,10000,
545,543,10000,
545,544,10000,
545,545,10000,
545,546,10000,
545,547,10000,
545,548,10000,
545,549,28,
545,550,47,
545,551,56,
545,552,10000,
545,553,10000,
545,554,10000,
545,555,87,
545,556,15,
545,557,10000,
545,558,10000,
545,559,10000,
545,560,10000,
546,541,69,
546,542,10000,
546,543,50,
546,544,10000,
546,545,67,
546,546,64,
546,547,84,
546,548,10000,
546,549,22,
546,550,38,
546,551,2,
546,552,42,
546,553,10000,
546,554,18,
546,555,10000,
546,556,10000,
546,557,10000,
546,558,75,
546,559,53,
546,560,10000,
547,541,10000,
547,542,56,
547,543,10000,
547,544,3,
547,545,10000,
547,546,85,
547,547,58,
547,548,10000,
547,549,10000,
547,550,78,
547,551,10000,
547,552,10000,
547,553,83,
547,554,10000,
547,555,22,
547,556,10000,
547,557,3,
547,558,10000,
547,559,62,
547,560,10000,
548,541,10000,
548,542,71,
548,543,78,
548,544,10000,
548,545,10000,
548,546,10000,
548,547,81,
548,548,10000,
548,549,10000,
548,550,10000,
548,551,75,
548,552,10000,
548,553,77,
548,554,49,
548,555,10000,
548,556,10000,
548,557,20,
548,558,20,
548,559,12,
548,560,10000,
549,541,23,
549,542,48,
549,543,75,
549,544,10000,
549,545,10000,
549,546,10000,
549,547,68,
549,548,85,
549,549,76,
549,550,83,
549,551,62,
549,552,10000,
549,553,10,
549,554,10000,
549,555,93,
549,556,85,
549,557,88,
549,558,18,
549,559,10000,
549,560,57,
550,541,74,
550,542,10000,
550,543,1,
550,544,96,
550,545,69,
550,546,10000,
550,547,64,
550,548,60,
550,549,10000,
550,550,79,
550,551,10000,
550,552,80,
550,553,48,
550,554,10000,
550,555,87,
550,556,17,
550,557,69,
550,558,10000,
550,559,23,
550,560,10000,
551,541,10000,
551,542,10000,
551,543,77,
551,544,19,
551,545,84,
551,546,10000,
551,547,41,
551,548,10000,
551,549,10000,
551,550,10000,
551,551,10000,
551,552,10000,
551,553,69,
551,554,10000,
551,555,53,
551,556,74,
551,557,54,
551,558,10000,
551,559,10000,
551,560,10000,
552,541,74,
552,542,10000,
552,543,2,
552,544,32,
552,545,21,
552,546,7,
552,547,10000,
552,548,10000,
552,549,41,
552,550,51,
552,551,19,
552,552,22,
552,553,10000,
552,554,10000,
552,555,92,
552,556,10000,
552,557,26,
552,558,10000,
552,559,10000,
552,560,10000,
553,541,84,
553,542,10000,
553,543,10000,
553,544,62,
553,545,78,
553,546,10000,
553,547,91,
553,548,73,
553,549,67,
553,550,20,
553,551,10000,
553,552,10000,
553,553,10000,
553,554,10000,
553,555,10000,
553,556,59,
553,557,42,
553,558,10000,
553,559,10000,
553,560,64,
554,541,10000,
554,542,81,
554,543,21,
554,544,10000,
554,545,10000,
554,546,10000,
554,547,10000,
554,548,56,
554,549,10000,
554,550,43,
554,551,10000,
554,552,22,
554,553,99,
554,554,10000,
554,555,10000,
554,556,10000,
554,557,91,
554,558,10000,
554,559,7,
554,560,10000,
555,541,20,
555,542,86,
555,543,62,
555,544,10000,
555,545,11,
555,546,97,
555,547,75,
555,548,100,
555,549,10000,
555,550,7,
555,551,10000,
555,552,10000,
555,553,47,
555,554,51,
555,555,95,
555,556,10000,
555,557,17,
555,558,10000,
555,559,10000,
555,560,10000,
556,541,93,
556,542,10000,
556,543,91,
556,544,10000,
556,545,10000,
556,546,24,
556,547,10000,
556,548,10000,
556,549,10000,
556,550,43,
556,551,100,
556,552,45,
556,553,10000,
556,554,10000,
556,555,29,
556,556,84,
556,557,38,
556,558,96,
556,559,43,
556,560,12,
557,541,86,
557,542,94,
557,543,10000,
557,544,10000,
557,545,8,
557,546,48,
557,547,23,
557,548,10000,
557,549,93,
557,550,18,
557,551,75,
557,552,10000,
557,553,10000,
557,554,78,
557,555,47,
557,556,10000,
557,557,10000,
557,558,31,
557,559,100,
557,560,10000,
558,541,75,
558,542,10000,
558,543,35,
558,544,48,
558,545,9,
558,546,12,
558,547,33,
558,548,29,
558,549,10000,
558,550,10000,
558,551,65,
558,552,10000,
558,553,10000,
558,554,26,
558,555,10,
558,556,67,
558,557,18,
558,558,7,
558,559,10000,
558,560,30,
559,541,10000,
559,542,9,
559,543,10000,
559,544,10000,
559,545,42,
559,546,13,
559,547,10000,
559,548,91,
559,549,64,
559,550,81,
559,551,40,
559,552,10000,
559,553,10000,
559,554,75,
559,555,29,
559,556,10000,
559,557,32,
559,558,10000,
559,559,10000,
559,560,10000,
560,541,10000,
560,542,10000,
560,543,10000,
560,544,85,
560,545,10000,
560,546,10000,
560,547,10000,
560,548,1,
560,549,10000,
560,550,94,
560,551,84,
560,552,10000,
560,553,2,
560,554,33,
560,555,10000,
560,556,10000,
560,557,10000,
560,558,2,
560,559,64,
560,560,10000,
Budget,538,
