Configuration, ObservableConfiguration, Cost
41,37,15,
41,38,10000,
41,39,10000,
41,40,10000,
41,41,10000,
41,42,1,
41,43,10000,
41,44,10000,
41,45,10000,
41,46,80,
41,47,56,
41,48,10000,
41,49,18,
41,50,10000,
41,51,10000,
41,52,10000,
41,53,1,
41,54,12,
42,37,34,
42,38,96,
42,39,11,
42,40,10000,
42,41,10000,
42,42,10000,
42,43,94,
42,44,10000,
42,45,10000,
42,46,10000,
42,47,10000,
42,48,42,
42,49,91,
42,50,10000,
42,51,15,
42,52,10000,
42,53,87,
42,54,10000,
43,37,10000,
43,38,10000,
43,39,10000,
43,40,30,
43,41,19,
43,42,2,
43,43,15,
43,44,96,
43,45,10000,
43,46,65,
43,47,10000,
43,48,54,
43,49,10000,
43,50,80,
43,51,10000,
43,52,10000,
43,53,4,
43,54,28,
44,37,87,
44,38,23,
44,39,87,
44,40,95,
44,41,90,
44,42,10000,
44,43,10000,
44,44,13,
44,45,70,
44,46,10000,
44,47,99,
44,48,10000,
44,49,54,
44,50,27,
44,51,10000,
44,52,40,
44,53,10000,
44,54,5,
45,37,10000,
45,38,8,
45,39,44,
45,40,10000,
45,41,100,
45,42,41,
45,43,10000,
45,44,5,
45,45,10000,
45,46,36,
45,47,71,
45,48,10,
45,49,37,
45,50,74,
45,51,10000,
45,52,10000,
45,53,33,
45,54,79,
46,37,54,
46,38,10000,
46,39,4,
46,40,36,
46,41,10000,
46,42,10000,
46,43,27,
46,44,10000,
46,45,44,
46,46,88,
46,47,10000,
46,48,75,
46,49,10000,
46,50,5,
46,51,94,
46,52,10000,
46,53,10000,
46,54,83,
47,37,10000,
47,38,28,
47,39,10000,
47,40,10000,
47,41,10000,
47,42,10000,
47,43,10000,
47,44,62,
47,45,1,
47,46,76,
47,47,10000,
47,48,10000,
47,49,10000,
47,50,10000,
47,51,82,
47,52,55,
47,53,10000,
47,54,10000,
48,37,54,
48,38,66,
48,39,68,
48,40,10000,
48,41,10000,
48,42,10000,
48,43,24,
48,44,10000,
48,45,10000,
48,46,50,
48,47,20,
48,48,10000,
48,49,10000,
48,50,87,
48,51,10000,
48,52,16,
48,53,10000,
48,54,16,
49,37,10000,
49,38,79,
49,39,10000,
49,40,60,
49,41,96,
49,42,10000,
49,43,10000,
49,44,10000,
49,45,10000,
49,46,10000,
49,47,10000,
49,48,69,
49,49,3,
49,50,38,
49,51,10000,
49,52,77,
49,53,92,
49,54,10000,
50,37,18,
50,38,10000,
50,39,10000,
50,40,47,
50,41,49,
50,42,10000,
50,43,61,
50,44,77,
50,45,37,
50,46,10000,
50,47,10000,
50,48,10000,
50,49,49,
50,50,10000,
50,51,68,
50,52,57,
50,53,10000,
50,54,10000,
51,37,10000,
51,38,77,
51,39,78,
51,40,10000,
51,41,10000,
51,42,49,
51,43,10000,
51,44,10000,
51,45,10000,
51,46,66,
51,47,10000,
51,48,10000,
51,49,24,
51,50,24,
51,51,10000,
51,52,10000,
51,53,18,
51,54,10000,
52,37,72,
52,38,10000,
52,39,10000,
52,40,55,
52,41,4,
52,42,10000,
52,43,10000,
52,44,49,
52,45,67,
52,46,10000,
52,47,89,
52,48,10000,
52,49,59,
52,50,62,
52,51,25,
52,52,39,
52,53,74,
52,54,10000,
53,37,10000,
53,38,33,
53,39,10000,
53,40,10000,
53,41,56,
53,42,7,
53,43,49,
53,44,10000,
53,45,91,
53,46,85,
53,47,46,
53,48,8,
53,49,95,
53,50,10000,
53,51,67,
53,52,10000,
53,53,25,
53,54,80,
54,37,10000,
54,38,81,
54,39,53,
54,40,10000,
54,41,83,
54,42,21,
54,43,10000,
54,44,10000,
54,45,10000,
54,46,9,
54,47,10000,
54,48,11,
54,49,10000,
54,50,10000,
54,51,54,
54,52,10000,
54,53,10000,
54,54,10000,
55,37,10000,
55,38,10000,
55,39,10000,
55,40,36,
55,41,10000,
55,42,29,
55,43,66,
55,44,10000,
55,45,47,
55,46,85,
55,47,62,
55,48,58,
55,49,10000,
55,50,10000,
55,51,32,
55,52,55,
55,53,33,
55,54,10000,
56,37,100,
56,38,21,
56,39,10000,
56,40,83,
56,41,68,
56,42,10000,
56,43,89,
56,44,38,
56,45,10000,
56,46,47,
56,47,10000,
56,48,10000,
56,49,10000,
56,50,10000,
56,51,27,
56,52,10000,
56,53,10000,
56,54,42,
57,37,29,
57,38,35,
57,39,44,
57,40,10000,
57,41,80,
57,42,67,
57,43,10000,
57,44,34,
57,45,27,
57,46,12,
57,47,10000,
57,48,74,
57,49,10000,
57,50,10000,
57,51,10000,
57,52,95,
57,53,10000,
57,54,79,
58,37,79,
58,38,10000,
58,39,87,
58,40,41,
58,41,19,
58,42,10000,
58,43,51,
58,44,5,
58,45,10,
58,46,89,
58,47,10000,
58,48,9,
58,49,54,
58,50,60,
58,51,10000,
58,52,10000,
58,53,10000,
58,54,65,
59,37,91,
59,38,49,
59,39,10000,
59,40,10000,
59,41,10000,
59,42,10000,
59,43,10000,
59,44,10000,
59,45,4,
59,46,10000,
59,47,93,
59,48,28,
59,49,78,
59,50,35,
59,51,17,
59,52,80,
59,53,19,
59,54,35,
60,37,89,
60,38,10000,
60,39,82,
60,40,24,
60,41,16,
60,42,10000,
60,43,10000,
60,44,13,
60,45,10000,
60,46,20,
60,47,10000,
60,48,25,
60,49,10000,
60,50,10000,
60,51,82,
60,52,65,
60,53,85,
60,54,99,
Budget,622,
