Configuration, ObservableConfiguration, Cost
101,21,10000,
101,22,10000,
101,23,75,
101,24,96,
101,25,95,
101,26,16,
101,27,10000,
101,28,1,
101,29,10000,
101,30,10000,
102,21,10000,
102,22,10000,
102,23,10000,
102,24,10000,
102,25,35,
102,26,31,
102,27,29,
102,28,10000,
102,29,10000,
102,30,60,
103,21,48,
103,22,10000,
103,23,10000,
103,24,10000,
103,25,7,
103,26,10000,
103,27,10000,
103,28,10000,
103,29,10000,
103,30,10000,
104,21,10000,
104,22,10000,
104,23,38,
104,24,10000,
104,25,10000,
104,26,10000,
104,27,25,
104,28,87,
104,29,10000,
104,30,69,
105,21,28,
105,22,92,
105,23,63,
105,24,3,
105,25,81,
105,26,81,
105,27,30,
105,28,10000,
105,29,10000,
105,30,57,
106,21,73,
106,22,36,
106,23,10000,
106,24,52,
106,25,86,
106,26,10000,
106,27,32,
106,28,10000,
106,29,10000,
106,30,71,
107,21,58,
107,22,10000,
107,23,77,
107,24,10000,
107,25,58,
107,26,10000,
107,27,83,
107,28,3,
107,29,10000,
107,30,10000,
108,21,51,
108,22,10000,
108,23,10000,
108,24,91,
108,25,10000,
108,26,10000,
108,27,95,
108,28,28,
108,29,10000,
108,30,4,
109,21,82,
109,22,10000,
109,23,10000,
109,24,17,
109,25,74,
109,26,96,
109,27,10000,
109,28,10000,
109,29,10000,
109,30,10000,
110,21,10000,
110,22,10000,
110,23,64,
110,24,21,
110,25,10000,
110,26,10000,
110,27,4,
110,28,10000,
110,29,53,
110,30,7,
111,21,10000,
111,22,91,
111,23,10000,
111,24,17,
111,25,10000,
111,26,10000,
111,27,10000,
111,28,10000,
111,29,7,
111,30,77,
112,21,97,
112,22,10000,
112,23,71,
112,24,64,
112,25,10000,
112,26,10000,
112,27,10000,
112,28,10000,
112,29,10000,
112,30,10000,
113,21,10000,
113,22,52,
113,23,87,
113,24,10000,
113,25,98,
113,26,1,
113,27,10000,
113,28,10000,
113,29,10000,
113,30,91,
114,21,10000,
114,22,10000,
114,23,36,
