Observable Num, Coverable Configurations
101,502-505-506-508-510-511-512-513-514-515-516-520-526-529-530-531-536-542-543-545-546-548-549-550-,
102,510-511-512-514-516-517-519-521-524-525-529-530-531-532-533-535-538-539-542-543-546-547-,
103,501-503-504-506-509-515-518-520-521-522-523-528-529-531-532-534-536-539-540-542-543-544-545-546-549-550-,
104,501-502-503-505-506-507-513-514-518-522-524-529-532-534-536-538-539-540-541-543-544-545-546-548-,
105,501-502-503-510-514-515-516-523-524-525-527-529-530-533-534-535-540-542-545-547-548-549-,
106,501-503-505-506-509-510-515-516-517-518-522-523-526-527-528-529-532-533-534-535-536-539-542-543-546-547-550-,
107,501-504-505-506-509-512-515-519-520-522-523-524-525-528-531-533-534-535-540-541-542-543-545-546-548-549-,
108,503-504-507-508-509-511-512-513-514-515-516-518-519-525-529-531-532-533-535-536-538-544-545-546-549-,
109,502-503-504-508-509-511-512-516-517-519-520-521-522-523-524-526-527-529-530-535-536-537-539-542-547-548-549-550-,
110,501-504-505-510-513-519-523-524-525-527-529-533-534-535-537-538-539-541-542-545-546-550-,
