Configuration, ObservableConfiguration, Cost
551,221,10000,
551,222,24,
551,223,18,
551,224,10000,
551,225,10000,
551,226,10000,
551,227,10000,
551,228,18,
551,229,91,
551,230,10000,
552,221,10000,
552,222,24,
552,223,88,
552,224,22,
552,225,10000,
552,226,10000,
552,227,64,
552,228,10000,
552,229,10000,
552,230,10000,
553,221,47,
553,222,10000,
553,223,19,
553,224,5,
553,225,10000,
553,226,38,
553,227,33,
553,228,86,
553,229,10000,
553,230,19,
554,221,10000,
554,222,60,
554,223,10000,
554,224,10000,
554,225,100,
554,226,10000,
554,227,42,
554,228,69,
554,229,10000,
554,230,61,
555,221,13,
555,222,10000,
555,223,60,
555,224,10000,
555,225,43,
555,226,87,
555,227,94,
555,228,42,
555,229,95,
555,230,49,
556,221,13,
556,222,10000,
556,223,31,
556,224,10000,
556,225,20,
556,226,24,
556,227,10000,
556,228,10000,
556,229,72,
556,230,48,
557,221,93,
557,222,10000,
557,223,35,
557,224,85,
557,225,10000,
557,226,10000,
557,227,17,
557,228,10000,
557,229,10000,
557,230,76,
558,221,10000,
558,222,93,
558,223,10000,
558,224,12,
558,225,34,
558,226,10000,
558,227,10000,
558,228,10000,
558,229,28,
558,230,84,
559,221,87,
559,222,82,
559,223,35,
559,224,15,
559,225,82,
559,226,10000,
559,227,10000,
559,228,14,
559,229,10000,
559,230,10000,
560,221,17,
560,222,45,
560,223,41,
560,224,35,
560,225,86,
560,226,45,
560,227,43,
560,228,82,
560,229,10000,
560,230,50,
561,221,10000,
561,222,10000,
561,223,79,
561,224,80,
561,225,10000,
561,226,10000,
561,227,73,
561,228,11,
561,229,10000,
561,230,1,
562,221,84,
562,222,19,
562,223,10000,
562,224,83,
562,225,11,
562,226,3,
562,227,54,
562,228,93,
562,229,10000,
562,230,81,
563,221,25,
563,222,97,
563,223,35,
563,224,10000,
563,225,10000,
563,226,10,
563,227,10000,
563,228,10000,
563,229,10000,
563,230,10000,
564,221,88,
564,222,96,
564,223,10000,
564,224,66,
564,225,30,
564,226,10000,
564,227,8,
564,228,10000,
564,229,48,
564,230,10000,
565,221,10000,
565,222,10000,
565,223,10000,
565,224,34,
565,225,82,
565,226,83,
565,227,10000,
565,228,10000,
565,229,16,
565,230,89,
566,221,10000,
566,222,57,
566,223,10000,
566,224,10000,
566,225,10000,
566,226,10000,
566,227,22,
566,228,10000,
566,229,10000,
566,230,10000,
567,221,38,
567,222,10000,
567,223,10000,
567,224,51,
567,225,10000,
567,226,10000,
567,227,27,
567,228,76,
567,229,10000,
567,230,10000,
568,221,10000,
568,222,10000,
568,223,32,
568,224,10000,
568,225,99,
568,226,10000,
568,227,24,
568,228,10000,
568,229,50,
568,230,10000,
569,221,10000,
569,222,78,
569,223,10000,
569,224,10000,
569,225,10000,
569,226,1,
569,227,10000,
569,228,10000,
569,229,63,
569,230,10000,
570,221,10000,
570,222,7,
570,223,10000,
570,224,16,
570,225,11,
570,226,1,
570,227,95,
570,228,10000,
570,229,10000,
570,230,73,
571,221,10000,
571,222,27,
571,223,10000,
571,224,10000,
571,225,10000,
571,226,25,
571,227,92,
571,228,44,
571,229,10000,
571,230,10000,
572,221,16,
572,222,10000,
572,223,55,
572,224,10000,
572,225,100,
572,226,10000,
572,227,10000,
572,228,4,
572,229,93,
572,230,93,
573,221,10000,
573,222,26,
573,223,10000,
573,224,59,
573,225,10000,
573,226,4,
573,227,10000,
573,228,10000,
573,229,62,
573,230,67,
574,221,10000,
574,222,44,
574,223,10000,
574,224,10000,
574,225,62,
574,226,10000,
574,227,57,
574,228,1,
574,229,10000,
574,230,45,
575,221,60,
575,222,23,
575,223,10000,
575,224,32,
575,225,72,
575,226,46,
575,227,10000,
575,228,10000,
575,229,81,
575,230,57,
Budget,851,
