Configuration, ObservableConfiguration, Cost
541,61,10000,
541,62,81,
541,63,71,
541,64,92,
541,65,65,
541,66,10000,
541,67,5,
541,68,10000,
541,69,10000,
541,70,10000,
542,61,10000,
542,62,10000,
542,63,12,
542,64,10000,
542,65,10000,
542,66,10000,
542,67,10000,
542,68,10000,
542,69,10000,
542,70,51,
543,61,28,
543,62,76,
543,63,10000,
543,64,56,
543,65,10000,
543,66,10000,
543,67,10000,
543,68,58,
543,69,10000,
543,70,10000,
544,61,10000,
544,62,93,
544,63,10000,
544,64,51,
544,65,9,
544,66,97,
544,67,91,
544,68,3,
544,69,79,
544,70,10000,
545,61,10000,
545,62,54,
545,63,10000,
545,64,86,
545,65,86,
545,66,34,
545,67,20,
545,68,59,
545,69,41,
545,70,10000,
546,61,10000,
546,62,7,
546,63,10000,
546,64,11,
546,65,92,
546,66,50,
546,67,72,
546,68,10000,
546,69,10000,
546,70,81,
547,61,85,
547,62,10000,
547,63,59,
547,64,57,
547,65,30,
547,66,11,
547,67,20,
547,68,82,
547,69,65,
547,70,94,
548,61,10000,
548,62,63,
548,63,9,
548,64,10000,
548,65,10000,
548,66,10000,
548,67,10000,
548,68,10000,
548,69,8,
548,70,10000,
549,61,60,
549,62,10000,
549,63,14,
549,64,22,
549,65,43,
549,66,10000,
549,67,61,
549,68,10000,
549,69,10000,
549,70,7,
550,61,92,
550,62,10000,
550,63,40,
550,64,2,
550,65,10000,
550,66,10000,
550,67,4,
550,68,60,
550,69,10000,
550,70,10000,
551,61,18,
551,62,99,
551,63,32,
551,64,10000,
551,65,10000,
551,66,52,
551,67,27,
551,68,10000,
551,69,66,
551,70,43,
552,61,10000,
552,62,53,
552,63,36,
552,64,65,
552,65,34,
552,66,81,
552,67,10000,
552,68,74,
552,69,72,
552,70,10000,
553,61,67,
553,62,44,
553,63,83,
553,64,10000,
553,65,23,
553,66,10000,
553,67,10000,
553,68,10000,
553,69,100,
553,70,28,
554,61,100,
554,62,10000,
554,63,83,
554,64,58,
554,65,10000,
554,66,10000,
554,67,56,
554,68,10000,
554,69,10000,
554,70,29,
555,61,10000,
555,62,36,
555,63,94,
555,64,10000,
555,65,50,
555,66,65,
555,67,10000,
555,68,4,
555,69,10000,
555,70,10000,
556,61,10000,
556,62,7,
556,63,10000,
556,64,76,
556,65,10000,
556,66,53,
556,67,83,
556,68,28,
556,69,10000,
556,70,10000,
557,61,84,
557,62,10000,
557,63,88,
557,64,10000,
557,65,34,
557,66,10000,
557,67,10000,
557,68,34,
557,69,17,
557,70,10000,
558,61,54,
558,62,87,
558,63,29,
558,64,10000,
558,65,62,
558,66,10000,
558,67,10000,
558,68,10000,
558,69,98,
558,70,87,
559,61,10000,
559,62,10000,
559,63,10000,
559,64,40,
559,65,10000,
559,66,67,
559,67,45,
559,68,91,
559,69,10000,
559,70,42,
560,61,82,
560,62,89,
560,63,6,
560,64,10000,
560,65,93,
560,66,15,
560,67,10000,
560,68,15,
560,69,55,
560,70,10000,
561,61,10000,
561,62,10000,
561,63,11,
561,64,10000,
561,65,37,
561,66,10000,
561,67,10000,
561,68,10000,
561,69,70,
561,70,10000,
562,61,10000,
562,62,94,
562,63,10000,
562,64,12,
562,65,13,
562,66,10000,
562,67,10000,
562,68,93,
562,69,10000,
562,70,10000,
563,61,57,
563,62,79,
563,63,87,
563,64,10000,
563,65,40,
563,66,37,
563,67,47,
563,68,10000,
563,69,10000,
563,70,12,
564,61,10000,
564,62,10000,
564,63,30,
564,64,80,
564,65,13,
564,66,65,
564,67,10000,
564,68,10000,
564,69,10000,
564,70,10000,
565,61,87,
565,62,10000,
565,63,10000,
565,64,17,
565,65,10000,
565,66,57,
565,67,13,
565,68,89,
565,69,27,
565,70,10000,
566,61,59,
566,62,10000,
566,63,74,
566,64,37,
566,65,36,
566,66,10000,
566,67,17,
566,68,87,
566,69,18,
566,70,10000,
567,61,78,
567,62,10000,
567,63,10000,
567,64,31,
567,65,54,
567,66,97,
567,67,10000,
567,68,10000,
567,69,10000,
567,70,10000,
568,61,10000,
568,62,10000,
568,63,10000,
568,64,89,
568,65,42,
568,66,45,
568,67,91,
568,68,4,
568,69,10000,
568,70,25,
569,61,32,
569,62,10000,
569,63,10000,
569,64,10000,
569,65,10000,
569,66,68,
569,67,88,
569,68,46,
569,69,93,
569,70,10000,
570,61,10000,
570,62,10000,
570,63,10000,
570,64,10000,
570,65,88,
570,66,10000,
570,67,10000,
570,68,10000,
570,69,10000,
570,70,10000,
571,61,10000,
571,62,10000,
571,63,10000,
571,64,10000,
571,65,10000,
571,66,7,
571,67,10000,
571,68,10000,
571,69,50,
571,70,10000,
572,61,10000,
572,62,10000,
572,63,10000,
572,64,10000,
572,65,9,
572,66,10000,
572,67,97,
572,68,10000,
572,69,10000,
572,70,30,
573,61,17,
573,62,10000,
573,63,67,
573,64,1,
573,65,10000,
573,66,10000,
573,67,10000,
573,68,10000,
573,69,98,
573,70,57,
574,61,42,
574,62,2,
574,63,10000,
574,64,10000,
574,65,10000,
574,66,10000,
574,67,10000,
574,68,74,
574,69,13,
574,70,10000,
575,61,84,
575,62,81,
575,63,58,
575,64,9,
575,65,49,
575,66,47,
575,67,10000,
575,68,13,
575,69,81,
575,70,95,
576,61,59,
576,62,10000,
576,63,60,
576,64,47,
576,65,72,
576,66,10000,
576,67,10000,
576,68,10000,
576,69,10000,
576,70,10000,
577,61,16,
577,62,46,
577,63,71,
577,64,10000,
577,65,10000,
577,66,10000,
577,67,62,
577,68,1,
577,69,10000,
577,70,84,
578,61,10000,
578,62,3,
578,63,24,
