Configuration, ObservableConfiguration, Cost
1611,231,78,
1611,232,47,
1611,233,10000,
1611,234,13,
1611,235,87,
1611,236,21,
1611,237,15,
1611,238,23,
1611,239,10000,
1611,240,10000,
1612,231,10000,
1612,232,10000,
1612,233,10000,
1612,234,10000,
1612,235,18,
1612,236,33,
1612,237,10000,
1612,238,10000,
1612,239,10,
1612,240,10000,
1613,231,10000,
1613,232,10000,
1613,233,17,
1613,234,52,
1613,235,78,
1613,236,10000,
1613,237,93,
1613,238,10000,
1613,239,9,
1613,240,28,
1614,231,10000,
1614,232,80,
1614,233,10000,
1614,234,49,
1614,235,55,
1614,236,66,
1614,237,10000,
1614,238,36,
1614,239,79,
1614,240,10000,
1615,231,36,
1615,232,10000,
1615,233,10000,
1615,234,10000,
1615,235,69,
1615,236,58,
1615,237,10000,
1615,238,10000,
1615,239,78,
1615,240,61,
1616,231,10000,
1616,232,91,
1616,233,10000,
1616,234,45,
1616,235,10000,
1616,236,10000,
1616,237,10000,
1616,238,22,
1616,239,10000,
1616,240,12,
1617,231,6,
1617,232,10000,
1617,233,10000,
1617,234,68,
1617,235,10000,
1617,236,30,
1617,237,10000,
1617,238,10000,
1617,239,10000,
1617,240,94,
1618,231,10000,
1618,232,27,
1618,233,38,
1618,234,97,
1618,235,88,
1618,236,10000,
1618,237,39,
1618,238,10000,
1618,239,57,
1618,240,48,
1619,231,20,
1619,232,10000,
1619,233,10000,
1619,234,46,
1619,235,85,
1619,236,100,
1619,237,10000,
1619,238,10000,
1619,239,28,
1619,240,10000,
1620,231,64,
1620,232,10000,
1620,233,10000,
1620,234,10000,
1620,235,23,
1620,236,27,
1620,237,46,
1620,238,26,
1620,239,10000,
1620,240,10000,
1621,231,10000,
1621,232,10000,
1621,233,10000,
1621,234,85,
1621,235,78,
1621,236,10000,
1621,237,83,
1621,238,73,
1621,239,10000,
1621,240,10000,
1622,231,10000,
1622,232,20,
1622,233,10000,
1622,234,10000,
1622,235,10000,
1622,236,14,
1622,237,90,
1622,238,92,
1622,239,10000,
1622,240,10000,
1623,231,37,
1623,232,20,
1623,233,82,
1623,234,10000,
1623,235,10000,
1623,236,51,
1623,237,10000,
1623,238,46,
1623,239,10000,
1623,240,84,
1624,231,100,
1624,232,10000,
1624,233,10000,
1624,234,10000,
1624,235,45,
1624,236,10000,
1624,237,24,
1624,238,25,
1624,239,10000,
1624,240,10000,
1625,231,10000,
1625,232,74,
1625,233,50,
1625,234,10000,
1625,235,10000,
1625,236,10000,
1625,237,10000,
1625,238,10000,
1625,239,10,
1625,240,10000,
1626,231,10000,
1626,232,96,
1626,233,10000,
1626,234,84,
1626,235,34,
1626,236,22,
1626,237,10000,
1626,238,74,
