Configuration, ObservableConfiguration, Cost
1171,131,88,
1171,132,5,
1171,133,84,
1171,134,10000,
1171,135,10000,
1171,136,94,
1171,137,22,
1171,138,61,
1171,139,10000,
1171,140,10000,
1172,131,38,
1172,132,99,
1172,133,81,
1172,134,97,
1172,135,10000,
1172,136,10000,
1172,137,10000,
1172,138,10000,
1172,139,85,
1172,140,10000,
1173,131,10000,
1173,132,10000,
1173,133,10000,
1173,134,68,
1173,135,10000,
1173,136,42,
1173,137,56,
1173,138,10000,
1173,139,29,
1173,140,89,
1174,131,10000,
1174,132,67,
1174,133,10000,
1174,134,98,
1174,135,10000,
1174,136,10000,
1174,137,74,
1174,138,10000,
1174,139,10000,
1174,140,8,
1175,131,42,
1175,132,10000,
1175,133,10000,
1175,134,64,
1175,135,10000,
1175,136,63,
1175,137,10000,
1175,138,54,
1175,139,10000,
1175,140,81,
1176,131,10000,
1176,132,93,
1176,133,52,
1176,134,70,
1176,135,10000,
1176,136,22,
1176,137,10000,
1176,138,3,
1176,139,10000,
1176,140,10000,
1177,131,10,
1177,132,11,
1177,133,10000,
1177,134,10000,
1177,135,10000,
1177,136,65,
1177,137,64,
1177,138,10000,
1177,139,1,
1177,140,10000,
1178,131,39,
1178,132,10000,
1178,133,27,
1178,134,89,
1178,135,9,
1178,136,10000,
1178,137,10000,
1178,138,76,
1178,139,10000,
1178,140,56,
1179,131,22,
1179,132,29,
1179,133,14,
1179,134,97,
1179,135,12,
1179,136,30,
1179,137,16,
1179,138,10000,
1179,139,87,
1179,140,71,
1180,131,37,
1180,132,29,
1180,133,10000,
1180,134,20,
1180,135,10000,
1180,136,10000,
1180,137,10000,
1180,138,35,
1180,139,10000,
1180,140,10000,
1181,131,10000,
1181,132,28,
1181,133,11,
1181,134,87,
1181,135,43,
1181,136,43,
1181,137,8,
1181,138,60,
1181,139,17,
1181,140,10000,
1182,131,93,
1182,132,10000,
1182,133,10000,
1182,134,10000,
1182,135,10000,
1182,136,10000,
1182,137,75,
1182,138,10000,
1182,139,10000,
1182,140,10000,
1183,131,90,
1183,132,17,
1183,133,7,
1183,134,30,
1183,135,32,
1183,136,57,
1183,137,96,
1183,138,10000,
1183,139,58,
1183,140,10000,
1184,131,10000,
1184,132,10000,
1184,133,10000,
1184,134,87,
1184,135,10000,
1184,136,10000,
1184,137,10000,
1184,138,10000,
1184,139,90,
1184,140,10000,
1185,131,10000,
1185,132,80,
1185,133,36,
1185,134,21,
1185,135,10000,
1185,136,21,
1185,137,10000,
1185,138,10000,
1185,139,10000,
1185,140,10000,
1186,131,10000,
1186,132,25,
1186,133,64,
1186,134,5,
1186,135,10000,
1186,136,97,
1186,137,35,
1186,138,10000,
1186,139,10000,
1186,140,10000,
1187,131,10000,
1187,132,10000,
1187,133,7,
1187,134,10000,
1187,135,56,
1187,136,72,
1187,137,72,
1187,138,99,
1187,139,36,
1187,140,10000,
1188,131,21,
1188,132,10000,
1188,133,49,
1188,134,10000,
1188,135,10000,
1188,136,62,
1188,137,10000,
1188,138,10000,
1188,139,10000,
1188,140,10000,
1189,131,32,
1189,132,90,
1189,133,85,
1189,134,59,
1189,135,10000,
1189,136,37,
1189,137,12,
1189,138,10000,
1189,139,10000,
1189,140,17,
1190,131,47,
1190,132,32,
1190,133,10000,
1190,134,10000,
1190,135,10000,
1190,136,10000,
1190,137,10000,
1190,138,10000,
1190,139,37,
1190,140,10000,
1191,131,61,
1191,132,68,
1191,133,10000,
1191,134,10000,
1191,135,10000,
1191,136,66,
1191,137,4,
1191,138,44,
1191,139,52,
1191,140,10,
1192,131,19,
1192,132,17,
1192,133,1,
1192,134,10000,
1192,135,10000,
1192,136,96,
1192,137,10000,
1192,138,10000,
1192,139,5,
1192,140,10000,
1193,131,11,
1193,132,10000,
1193,133,68,
1193,134,37,
1193,135,10000,
1193,136,60,
1193,137,22,
1193,138,10000,
1193,139,24,
1193,140,78,
1194,131,24,
1194,132,88,
1194,133,10000,
1194,134,30,
1194,135,74,
1194,136,10000,
1194,137,26,
1194,138,68,
1194,139,10000,
1194,140,10000,
1195,131,10000,
1195,132,10000,
1195,133,71,
1195,134,10000,
1195,135,10000,
1195,136,40,
1195,137,52,
1195,138,44,
1195,139,30,
1195,140,40,
1196,131,37,
1196,132,10000,
1196,133,31,
1196,134,34,
1196,135,5,
1196,136,10000,
1196,137,10000,
1196,138,10000,
1196,139,17,
1196,140,97,
1197,131,10000,
1197,132,96,
1197,133,10000,
1197,134,10000,
1197,135,76,
1197,136,10000,
1197,137,10000,
1197,138,10000,
1197,139,10000,
1197,140,70,
1198,131,10000,
1198,132,10000,
1198,133,10000,
1198,134,10000,
1198,135,10000,
1198,136,80,
1198,137,10000,
1198,138,10000,
1198,139,10000,
1198,140,16,
1199,131,10000,
1199,132,36,
1199,133,98,
1199,134,17,
1199,135,10000,
1199,136,10000,
1199,137,10000,
1199,138,10000,
1199,139,69,
1199,140,10000,
1200,131,10000,
