Configuration, ObservableConfiguration, Cost
2401,241,10000,
2401,242,9,
2401,243,10000,
2401,244,56,
2401,245,10000,
2401,246,41,
2401,247,10000,
2401,248,10000,
2401,249,75,
2401,250,10000,
2402,241,10000,
2402,242,82,
2402,243,10000,
2402,244,10000,
2402,245,10000,
2402,246,16,
2402,247,13,
2402,248,83,
2402,249,19,
2402,250,59,
2403,241,56,
2403,242,10000,
2403,243,10000,
2403,244,99,
2403,245,18,
2403,246,10000,
2403,247,52,
2403,248,71,
2403,249,4,
2403,250,10000,
2404,241,98,
2404,242,64,
2404,243,13,
2404,244,47,
2404,245,10000,
2404,246,10000,
2404,247,10000,
2404,248,34,
2404,249,10000,
2404,250,10000,
2405,241,55,
2405,242,81,
2405,243,21,
2405,244,4,
2405,245,10000,
2405,246,79,
2405,247,46,
2405,248,10000,
2405,249,10000,
2405,250,97,
2406,241,10000,
2406,242,39,
2406,243,95,
2406,244,82,
2406,245,4,
2406,246,70,
2406,247,10000,
2406,248,50,
2406,249,10000,
2406,250,10000,
2407,241,10000,
2407,242,10000,
2407,243,10000,
2407,244,96,
2407,245,70,
2407,246,100,
2407,247,10000,
2407,248,47,
2407,249,69,
2407,250,10000,
2408,241,98,
2408,242,21,
2408,243,10000,
2408,244,10000,
2408,245,17,
2408,246,10000,
2408,247,10000,
2408,248,66,
2408,249,10000,
2408,250,10000,
2409,241,10000,
2409,242,48,
2409,243,10000,
2409,244,10000,
2409,245,86,
2409,246,10000,
2409,247,10000,
2409,248,10000,
2409,249,10000,
2409,250,24,
2410,241,16,
2410,242,10000,
2410,243,10000,
2410,244,10000,
2410,245,100,
2410,246,13,
2410,247,10000,
2410,248,75,
2410,249,52,
2410,250,10000,
2411,241,40,
2411,242,10000,
2411,243,10000,
2411,244,86,
2411,245,69,
2411,246,10000,
2411,247,10000,
2411,248,10000,
2411,249,26,
2411,250,10000,
2412,241,68,
2412,242,46,
2412,243,38,
2412,244,10000,
2412,245,17,
2412,246,49,
2412,247,91,
2412,248,10000,
2412,249,10000,
2412,250,10000,
2413,241,10000,
2413,242,10000,
2413,243,10000,
2413,244,10000,
2413,245,83,
2413,246,82,
2413,247,71,
2413,248,10000,
2413,249,48,
2413,250,10000,
2414,241,10000,
2414,242,58,
2414,243,63,
2414,244,10000,
2414,245,10000,
2414,246,99,
2414,247,83,
2414,248,10000,
2414,249,10000,
2414,250,10000,
2415,241,10000,
2415,242,93,
2415,243,10000,
2415,244,10000,
2415,245,43,
2415,246,10000,
2415,247,10000,
2415,248,10000,
2415,249,10000,
2415,250,10000,
2416,241,57,
2416,242,24,
2416,243,10000,
2416,244,74,
2416,245,8,
2416,246,10000,
2416,247,89,
2416,248,96,
2416,249,48,
2416,250,10000,
2417,241,88,
2417,242,29,
2417,243,10000,
2417,244,10000,
2417,245,10000,
2417,246,10000,
2417,247,60,
2417,248,85,
2417,249,10000,
2417,250,88,
2418,241,10000,
2418,242,51,
2418,243,10000,
2418,244,100,
2418,245,79,
2418,246,46,
2418,247,10000,
2418,248,15,
2418,249,89,
2418,250,10000,
2419,241,10000,
2419,242,10000,
2419,243,10000,
2419,244,30,
2419,245,71,
2419,246,10000,
2419,247,7,
2419,248,11,
2419,249,31,
2419,250,10000,
2420,241,71,
2420,242,69,
2420,243,19,
2420,244,39,
2420,245,94,
2420,246,10000,
2420,247,63,
2420,248,89,
2420,249,10000,
2420,250,16,
2421,241,10000,
2421,242,11,
2421,243,10000,
2421,244,67,
2421,245,10000,
2421,246,94,
2421,247,10000,
2421,248,10000,
2421,249,70,
2421,250,10000,
2422,241,10000,
2422,242,50,
2422,243,10000,
2422,244,57,
2422,245,10000,
2422,246,10000,
2422,247,39,
2422,248,90,
2422,249,30,
2422,250,17,
2423,241,10000,
2423,242,10000,
2423,243,13,
2423,244,50,
2423,245,18,
2423,246,10000,
2423,247,10000,
2423,248,10000,
2423,249,10000,
2423,250,10000,
2424,241,57,
2424,242,10000,
2424,243,40,
2424,244,24,
2424,245,31,
2424,246,10000,
2424,247,60,
2424,248,10000,
2424,249,10000,
2424,250,10000,
2425,241,10000,
2425,242,10000,
2425,243,47,
2425,244,10000,
2425,245,50,
2425,246,100,
2425,247,35,
2425,248,86,
2425,249,10000,
2425,250,96,
2426,241,10000,
2426,242,49,
2426,243,10000,
2426,244,68,
2426,245,10000,
2426,246,4,
2426,247,10000,
2426,248,10000,
2426,249,10000,
2426,250,10000,
2427,241,86,
2427,242,10000,
2427,243,68,
2427,244,82,
2427,245,10000,
2427,246,76,
2427,247,65,
2427,248,85,
2427,249,10000,
2427,250,10000,
2428,241,52,
2428,242,42,
2428,243,83,
2428,244,62,
2428,245,10000,
2428,246,10000,
2428,247,10000,
2428,248,10000,
2428,249,10000,
2428,250,97,
2429,241,22,
2429,242,43,
2429,243,5,
2429,244,1,
2429,245,18,
2429,246,10000,
2429,247,10000,
2429,248,10000,
2429,249,10000,
2429,250,10000,
2430,241,10000,
2430,242,71,
2430,243,10000,
2430,244,10000,
2430,245,10000,
2430,246,50,
2430,247,52,
2430,248,38,
2430,249,10000,
2430,250,10000,
2431,241,10000,
2431,242,10000,
2431,243,34,
2431,244,16,
