Configuration, ObservableConfiguration, Cost
421,211,61,
421,212,11,
421,213,76,
421,214,39,
421,215,3,
421,216,25,
421,217,76,
421,218,10000,
421,219,10000,
421,220,91,
422,211,10000,
422,212,10000,
422,213,6,
422,214,54,
422,215,3,
422,216,10000,
422,217,50,
422,218,87,
422,219,10000,
422,220,10000,
423,211,10000,
423,212,66,
423,213,77,
423,214,15,
423,215,10000,
423,216,10000,
423,217,35,
423,218,10000,
423,219,10000,
423,220,64,
424,211,37,
424,212,10000,
424,213,10000,
424,214,10000,
424,215,10000,
424,216,26,
424,217,33,
424,218,10000,
424,219,11,
424,220,10000,
425,211,75,
425,212,10000,
425,213,18,
425,214,10000,
425,215,10000,
425,216,74,
425,217,40,
425,218,10000,
425,219,10000,
425,220,93,
426,211,80,
426,212,18,
426,213,10000,
426,214,78,
426,215,59,
426,216,10000,
426,217,94,
426,218,41,
426,219,53,
426,220,10000,
427,211,10000,
427,212,78,
427,213,5,
427,214,10000,
427,215,10000,
427,216,10000,
427,217,24,
427,218,7,
427,219,13,
427,220,38,
428,211,45,
428,212,57,
428,213,78,
428,214,3,
428,215,95,
428,216,42,
428,217,10000,
428,218,10000,
428,219,10000,
428,220,10000,
429,211,10000,
429,212,10000,
429,213,10000,
429,214,10000,
429,215,23,
429,216,10000,
429,217,10000,
429,218,10000,
429,219,10000,
429,220,10000,
430,211,51,
430,212,10000,
430,213,99,
430,214,43,
430,215,10000,
430,216,100,
430,217,10000,
430,218,63,
430,219,10000,
430,220,40,
431,211,51,
431,212,13,
431,213,10000,
431,214,10000,
431,215,10000,
431,216,77,
431,217,10000,
431,218,10000,
431,219,5,
431,220,10000,
432,211,10000,
432,212,66,
432,213,10000,
432,214,49,
432,215,10000,
432,216,47,
432,217,10000,
432,218,77,
432,219,10000,
432,220,74,
433,211,10000,
433,212,23,
433,213,100,
433,214,10000,
433,215,86,
433,216,89,
433,217,70,
433,218,10000,
433,219,10000,
433,220,100,
434,211,10000,
434,212,2,
434,213,2,
434,214,10000,
434,215,10000,
434,216,84,
434,217,49,
434,218,94,
434,219,78,
434,220,10000,
435,211,88,
435,212,10000,
435,213,10000,
435,214,26,
435,215,10000,
435,216,61,
435,217,99,
435,218,10000,
435,219,80,
435,220,92,
436,211,5,
436,212,93,
436,213,14,
436,214,8,
436,215,19,
436,216,97,
436,217,10000,
436,218,43,
436,219,33,
436,220,10000,
437,211,10000,
437,212,10000,
437,213,10000,
437,214,10000,
437,215,97,
437,216,10000,
437,217,19,
437,218,31,
437,219,43,
437,220,88,
438,211,10000,
438,212,10000,
438,213,36,
438,214,44,
438,215,1,
438,216,10000,
438,217,10000,
438,218,55,
438,219,10000,
438,220,30,
439,211,10000,
439,212,10000,
439,213,81,
439,214,10000,
439,215,48,
439,216,94,
439,217,10000,
439,218,100,
439,219,10000,
439,220,94,
440,211,10000,
440,212,68,
440,213,42,
440,214,61,
440,215,86,
440,216,10000,
440,217,10000,
440,218,56,
440,219,57,
440,220,28,
Budget,345,
