Configuration, ObservableConfiguration, Cost
421,71,68,
421,72,65,
421,73,3,
421,74,24,
421,75,10000,
421,76,76,
421,77,10000,
421,78,10000,
421,79,40,
421,80,10000,
422,71,33,
422,72,92,
422,73,99,
422,74,21,
422,75,10000,
422,76,10000,
422,77,26,
422,78,10000,
422,79,10000,
422,80,83,
423,71,17,
423,72,71,
423,73,10000,
423,74,10000,
423,75,10000,
423,76,72,
423,77,21,
423,78,10000,
423,79,41,
423,80,10000,
424,71,10000,
424,72,10000,
424,73,10000,
424,74,10000,
424,75,10000,
424,76,10000,
424,77,10000,
424,78,10000,
424,79,10000,
424,80,6,
425,71,10000,
425,72,86,
425,73,10000,
425,74,10000,
425,75,85,
425,76,10000,
425,77,80,
425,78,82,
425,79,10000,
425,80,18,
426,71,92,
426,72,10000,
426,73,54,
426,74,10000,
426,75,10000,
426,76,10000,
426,77,10000,
426,78,10000,
426,79,10000,
426,80,10000,
427,71,18,
427,72,89,
427,73,58,
427,74,75,
427,75,26,
427,76,10000,
427,77,10000,
427,78,22,
427,79,10000,
427,80,22,
428,71,96,
428,72,66,
428,73,88,
428,74,70,
428,75,10000,
428,76,53,
428,77,86,
428,78,90,
428,79,10000,
428,80,51,
429,71,10000,
429,72,73,
429,73,78,
429,74,10000,
429,75,58,
429,76,36,
429,77,10000,
429,78,10000,
429,79,10000,
429,80,29,
430,71,10000,
430,72,75,
430,73,70,
430,74,10000,
430,75,10000,
430,76,90,
430,77,1,
430,78,10000,
430,79,77,
430,80,10000,
431,71,4,
431,72,10000,
431,73,10000,
431,74,10000,
431,75,83,
431,76,92,
431,77,8,
431,78,25,
431,79,10000,
431,80,10000,
432,71,10000,
432,72,80,
432,73,23,
432,74,10000,
432,75,10000,
432,76,10000,
432,77,30,
432,78,9,
432,79,9,
432,80,10000,
433,71,10000,
433,72,10000,
433,73,10000,
433,74,81,
433,75,10000,
433,76,10000,
433,77,27,
433,78,65,
433,79,10000,
433,80,61,
434,71,22,
434,72,68,
434,73,17,
434,74,98,
434,75,14,
434,76,82,
434,77,17,
434,78,10000,
434,79,10000,
434,80,86,
435,71,10000,
435,72,26,
435,73,10000,
435,74,18,
435,75,87,
435,76,29,
435,77,58,
435,78,30,
435,79,56,
435,80,15,
436,71,54,
436,72,10000,
436,73,10000,
436,74,10000,
436,75,23,
436,76,10000,
436,77,10000,
436,78,81,
436,79,10000,
436,80,10000,
437,71,90,
437,72,10000,
437,73,43,
437,74,10000,
437,75,10000,
437,76,86,
437,77,10000,
437,78,28,
437,79,10000,
437,80,57,
438,71,52,
438,72,10000,
438,73,10000,
438,74,10000,
438,75,86,
438,76,8,
438,77,65,
438,78,10000,
438,79,59,
438,80,73,
439,71,50,
439,72,10000,
439,73,10000,
439,74,10000,
439,75,10000,
439,76,10000,
439,77,10000,
439,78,10000,
439,79,85,
439,80,14,
440,71,10000,
440,72,47,
440,73,10000,
440,74,10000,
440,75,18,
440,76,25,
440,77,87,
440,78,23,
440,79,10000,
440,80,10,
441,71,71,
441,72,10000,
441,73,10000,
441,74,10000,
441,75,57,
441,76,10000,
441,77,10000,
441,78,40,
441,79,10000,
441,80,89,
442,71,10000,
442,72,97,
442,73,76,
442,74,10000,
442,75,91,
442,76,100,
442,77,3,
442,78,85,
442,79,12,
442,80,35,
443,71,94,
443,72,23,
443,73,10000,
443,74,10000,
443,75,8,
443,76,10000,
443,77,10000,
443,78,12,
443,79,10000,
443,80,67,
444,71,10000,
444,72,10000,
444,73,10000,
444,74,14,
444,75,39,
444,76,10000,
444,77,10000,
444,78,10000,
444,79,10000,
444,80,10000,
445,71,18,
445,72,74,
445,73,63,
445,74,10000,
445,75,10000,
445,76,10000,
445,77,23,
445,78,3,
445,79,3,
445,80,3,
446,71,10000,
446,72,10000,
446,73,10000,
446,74,10000,
446,75,91,
446,76,10,
446,77,10000,
446,78,10000,
446,79,78,
446,80,10000,
447,71,10000,
447,72,10000,
447,73,10000,
447,74,24,
447,75,50,
447,76,41,
447,77,47,
447,78,10000,
447,79,30,
447,80,10000,
448,71,10000,
448,72,10000,
448,73,52,
448,74,10000,
448,75,80,
448,76,73,
448,77,10000,
448,78,75,
448,79,52,
448,80,10000,
449,71,64,
449,72,100,
449,73,64,
449,74,10000,
449,75,10000,
449,76,10000,
449,77,80,
449,78,27,
449,79,10000,
449,80,10000,
450,71,10000,
450,72,14,
450,73,10000,
450,74,10000,
450,75,25,
450,76,10000,
450,77,10000,
450,78,38,
450,79,47,
450,80,10000,
451,71,10000,
451,72,79,
451,73,10000,
451,74,4,
451,75,36,
451,76,10000,
451,77,18,
451,78,10000,
451,79,45,
451,80,10000,
452,71,10000,
452,72,21,
452,73,62,
452,74,22,
452,75,10000,
452,76,87,
452,77,10000,
452,78,10000,
452,79,13,
452,80,93,
453,71,3,
453,72,10000,
453,73,10,
453,74,29,
453,75,67,
453,76,10000,
453,77,10000,
453,78,10000,
453,79,10000,
453,80,10000,
454,71,10000,
454,72,10000,
454,73,10000,
454,74,10000,
454,75,70,
454,76,19,
454,77,10000,
454,78,10000,
454,79,10000,
454,80,10000,
455,71,90,
455,72,79,
455,73,35,
455,74,4,
455,75,91,
455,76,7,
455,77,47,
455,78,10000,
455,79,17,
455,80,51,
456,71,10000,
456,72,12,
456,73,10000,
456,74,72,
456,75,10000,
456,76,10000,
456,77,10000,
456,78,19,
456,79,10000,
456,80,26,
457,71,75,
457,72,10000,
457,73,10000,
457,74,10000,
457,75,27,
457,76,10000,
457,77,99,
457,78,10000,
457,79,10000,
457,80,10000,
458,71,10000,
458,72,58,
458,73,45,
458,74,10000,
458,75,10000,
458,76,21,
458,77,10,
458,78,59,
458,79,86,
458,80,10000,
459,71,10000,
459,72,10000,
459,73,66,
459,74,61,
459,75,20,
459,76,10000,
459,77,10000,
459,78,10000,
459,79,67,
459,80,6,
460,71,10000,
460,72,81,
460,73,14,
460,74,82,
460,75,17,
460,76,97,
460,77,32,
460,78,10000,
460,79,95,
460,80,15,
461,71,87,
461,72,10000,
461,73,36,
461,74,10000,
461,75,10000,
461,76,10000,
461,77,69,
461,78,45,
461,79,10000,
461,80,10000,
