Configuration, ObservableConfiguration, Cost
631,91,10000,
631,92,10000,
631,93,87,
631,94,59,
631,95,44,
631,96,10000,
631,97,10000,
631,98,10000,
631,99,60,
631,100,76,
632,91,85,
632,92,41,
632,93,27,
632,94,54,
632,95,25,
632,96,31,
632,97,10000,
632,98,46,
632,99,71,
632,100,63,
633,91,10000,
633,92,10000,
633,93,95,
633,94,10000,
633,95,1,
633,96,33,
633,97,72,
633,98,10000,
633,99,10000,
633,100,37,
634,91,60,
634,92,71,
634,93,10000,
634,94,74,
634,95,99,
634,96,69,
634,97,10000,
634,98,4,
634,99,53,
634,100,27,
635,91,10000,
635,92,10000,
635,93,8,
635,94,48,
635,95,10000,
635,96,10000,
635,97,10000,
635,98,10000,
635,99,80,
635,100,10000,
636,91,10000,
636,92,4,
636,93,10000,
636,94,13,
636,95,10000,
636,96,57,
636,97,10000,
636,98,10000,
636,99,10000,
636,100,26,
637,91,25,
637,92,21,
637,93,10000,
637,94,56,
637,95,10000,
637,96,10000,
637,97,33,
637,98,86,
637,99,10000,
637,100,89,
638,91,10000,
638,92,10000,
638,93,10000,
638,94,54,
638,95,65,
638,96,72,
638,97,10000,
638,98,61,
638,99,91,
638,100,65,
639,91,10000,
639,92,19,
639,93,10000,
639,94,87,
639,95,10000,
639,96,10000,
639,97,10000,
639,98,22,
639,99,10000,
639,100,10000,
640,91,30,
640,92,10000,
640,93,18,
640,94,72,
640,95,10000,
640,96,58,
640,97,62,
640,98,16,
640,99,16,
640,100,88,
641,91,100,
641,92,10,
641,93,43,
641,94,10000,
641,95,89,
641,96,10000,
641,97,91,
641,98,86,
641,99,60,
641,100,10000,
642,91,65,
642,92,10000,
642,93,13,
642,94,35,
642,95,10000,
642,96,45,
642,97,60,
642,98,65,
642,99,10000,
642,100,27,
643,91,86,
643,92,10000,
643,93,24,
643,94,97,
643,95,30,
643,96,67,
643,97,35,
643,98,49,
643,99,10000,
643,100,10000,
644,91,92,
644,92,69,
644,93,85,
644,94,10000,
644,95,74,
644,96,22,
644,97,10000,
644,98,37,
644,99,10000,
644,100,10000,
645,91,10000,
645,92,7,
645,93,10000,
645,94,10000,
645,95,10000,
645,96,67,
645,97,10000,
645,98,10000,
645,99,10000,
645,100,10000,
646,91,82,
646,92,10000,
646,93,32,
646,94,60,
646,95,10000,
646,96,6,
646,97,10000,
646,98,10000,
646,99,10000,
646,100,93,
647,91,10000,
647,92,51,
647,93,77,
647,94,10000,
647,95,10000,
647,96,10000,
647,97,10000,
647,98,10000,
647,99,10000,
647,100,10000,
648,91,40,
648,92,10000,
648,93,10000,
648,94,10000,
648,95,70,
648,96,10000,
648,97,10000,
648,98,22,
648,99,10000,
648,100,97,
649,91,10000,
649,92,95,
649,93,86,
649,94,85,
649,95,18,
649,96,49,
649,97,51,
649,98,50,
649,99,10000,
649,100,10000,
650,91,19,
650,92,10000,
650,93,81,
650,94,91,
650,95,70,
650,96,95,
650,97,94,
650,98,10000,
650,99,21,
650,100,96,
651,91,75,
651,92,10000,
651,93,12,
651,94,10000,
651,95,89,
651,96,10000,
651,97,23,
651,98,10000,
651,99,16,
651,100,10000,
652,91,10000,
652,92,10000,
652,93,15,
652,94,10000,
652,95,10000,
652,96,13,
652,97,10000,
652,98,10000,
652,99,10000,
652,100,10000,
653,91,1,
653,92,44,
653,93,10000,
653,94,10000,
653,95,10000,
653,96,10000,
653,97,10000,
653,98,66,
653,99,72,
653,100,10000,
654,91,93,
654,92,10000,
654,93,10000,
654,94,79,
654,95,10000,
654,96,10000,
654,97,10000,
654,98,10000,
654,99,97,
654,100,69,
655,91,7,
655,92,10000,
655,93,37,
655,94,92,
655,95,58,
655,96,83,
655,97,10000,
655,98,10000,
655,99,10000,
655,100,87,
656,91,33,
656,92,34,
656,93,42,
656,94,56,
656,95,10000,
656,96,10000,
656,97,46,
656,98,89,
656,99,10000,
656,100,76,
657,91,10000,
657,92,51,
657,93,95,
