Configuration, ObservableConfiguration, Cost
1451,117,10000,
1451,118,10000,
1451,119,10000,
1451,120,37,
1452,117,27,
1452,118,62,
1452,119,14,
1452,120,10000,
1453,117,23,
1453,118,10000,
1453,119,10000,
1453,120,77,
1454,117,8,
1454,118,41,
1454,119,10000,
1454,120,24,
1455,117,57,
1455,118,34,
1455,119,95,
1455,120,44,
1456,117,66,
1456,118,81,
1456,119,11,
1456,120,49,
1457,117,10000,
1457,118,10000,
1457,119,46,
1457,120,50,
1458,117,10000,
1458,118,10000,
1458,119,97,
1458,120,85,
1459,117,10000,
1459,118,10000,
1459,119,7,
1459,120,10000,
1460,117,38,
1460,118,10000,
1460,119,10000,
1460,120,10000,
1461,117,63,
1461,118,38,
1461,119,10000,
1461,120,98,
1462,117,10000,
1462,118,10000,
1462,119,29,
1462,120,67,
1463,117,17,
1463,118,16,
1463,119,10000,
1463,120,62,
1464,117,10000,
1464,118,90,
1464,119,10000,
1464,120,81,
1465,117,10000,
1465,118,58,
1465,119,10000,
1465,120,37,
1466,117,33,
1466,118,10000,
1466,119,4,
1466,120,10000,
1467,117,5,
1467,118,10000,
1467,119,10000,
1467,120,10000,
1468,117,33,
1468,118,15,
1468,119,10000,
1468,120,10000,
1469,117,10000,
1469,118,10000,
1469,119,45,
1469,120,24,
1470,117,10000,
1470,118,84,
1470,119,10000,
1470,120,10000,
1471,117,10000,
1471,118,47,
1471,119,8,
1471,120,10000,
1472,117,66,
1472,118,74,
1472,119,10000,
1472,120,10000,
1473,117,10000,
1473,118,10000,
1473,119,84,
1473,120,10000,
1474,117,10000,
1474,118,66,
1474,119,10000,
1474,120,72,
1475,117,10000,
1475,118,10000,
1475,119,30,
1475,120,39,
1476,117,9,
1476,118,10000,
1476,119,51,
1476,120,89,
1477,117,60,
1477,118,10000,
1477,119,40,
1477,120,10000,
1478,117,10000,
1478,118,10000,
1478,119,6,
1478,120,100,
1479,117,96,
1479,118,45,
1479,119,10000,
1479,120,35,
1480,117,85,
1480,118,10000,
1480,119,35,
1480,120,10000,
1481,117,84,
1481,118,10000,
1481,119,10000,
1481,120,10000,
1482,117,10000,
1482,118,10000,
1482,119,10000,
1482,120,80,
1483,117,98,
1483,118,10000,
1483,119,35,
1483,120,4,
1484,117,6,
1484,118,18,
1484,119,71,
1484,120,72,
1485,117,30,
1485,118,10,
1485,119,26,
1485,120,76,
1486,117,32,
1486,118,10000,
1486,119,10000,
1486,120,40,
1487,117,10000,
1487,118,95,
1487,119,43,
1487,120,10000,
1488,117,10000,
1488,118,10000,
1488,119,69,
1488,120,10000,
1489,117,10000,
1489,118,10000,
1489,119,26,
1489,120,1,
1490,117,10000,
1490,118,5,
1490,119,10000,
1490,120,10000,
1491,117,73,
1491,118,57,
1491,119,10000,
1491,120,87,
1492,117,10,
1492,118,99,
1492,119,74,
1492,120,79,
1493,117,10000,
1493,118,50,
1493,119,21,
1493,120,10000,
1494,117,10000,
1494,118,66,
1494,119,12,
1494,120,10000,
1495,117,10000,
1495,118,24,
1495,119,10000,
1495,120,10000,
1496,117,10000,
1496,118,39,
1496,119,31,
1496,120,10000,
1497,117,99,
1497,118,62,
1497,119,10000,
1497,120,10000,
1498,117,35,
1498,118,39,
1498,119,7,
1498,120,10000,
1499,117,38,
1499,118,39,
1499,119,10000,
1499,120,10000,
1500,117,84,
1500,118,93,
1500,119,10000,
1500,120,15,
Budget,460,
