Configuration, ObservableConfiguration, Cost
1051,85,10000,
1051,86,70,
1051,87,10000,
1051,88,86,
1052,85,30,
1052,86,10000,
1052,87,10000,
1052,88,10000,
1053,85,10000,
1053,86,57,
1053,87,10000,
1053,88,46,
1054,85,60,
1054,86,10000,
1054,87,64,
1054,88,10000,
1055,85,10000,
1055,86,10000,
1055,87,47,
1055,88,32,
1056,85,10000,
1056,86,50,
1056,87,10000,
1056,88,10000,
1057,85,10000,
1057,86,10000,
1057,87,10000,
1057,88,15,
1058,85,10000,
1058,86,4,
1058,87,91,
1058,88,10000,
1059,85,43,
1059,86,10000,
1059,87,84,
1059,88,52,
1060,85,10000,
1060,86,3,
1060,87,93,
1060,88,69,
1061,85,4,
1061,86,93,
1061,87,60,
1061,88,10000,
1062,85,10000,
1062,86,10000,
1062,87,10000,
1062,88,86,
1063,85,10000,
1063,86,10000,
1063,87,10000,
1063,88,73,
1064,85,20,
1064,86,10000,
1064,87,10000,
1064,88,10000,
1065,85,10000,
1065,86,10000,
1065,87,8,
1065,88,74,
1066,85,10000,
1066,86,10000,
1066,87,10000,
1066,88,31,
1067,85,10000,
1067,86,10000,
1067,87,10000,
1067,88,22,
1068,85,10000,
1068,86,46,
1068,87,10000,
1068,88,23,
1069,85,66,
1069,86,10000,
1069,87,99,
1069,88,10000,
1070,85,96,
1070,86,10000,
1070,87,10000,
1070,88,51,
1071,85,67,
1071,86,60,
1071,87,10000,
1071,88,10000,
1072,85,10000,
1072,86,10000,
1072,87,54,
1072,88,89,
1073,85,10000,
1073,86,92,
1073,87,4,
1073,88,10000,
1074,85,62,
1074,86,10000,
1074,87,84,
1074,88,18,
1075,85,82,
1075,86,9,
1075,87,87,
1075,88,10000,
1076,85,16,
1076,86,10000,
1076,87,10000,
1076,88,10000,
1077,85,2,
1077,86,91,
1077,87,10000,
1077,88,10000,
1078,85,10000,
1078,86,77,
1078,87,57,
1078,88,10000,
1079,85,93,
1079,86,10000,
1079,87,10000,
1079,88,10000,
1080,85,64,
1080,86,10000,
1080,87,80,
1080,88,10000,
1081,85,10000,
1081,86,6,
1081,87,8,
1081,88,10000,
1082,85,10000,
1082,86,10000,
1082,87,89,
1082,88,10000,
1083,85,10000,
1083,86,10000,
1083,87,10000,
1083,88,41,
1084,85,37,
1084,86,56,
1084,87,87,
1084,88,18,
1085,85,10,
1085,86,98,
1085,87,92,
1085,88,10000,
1086,85,100,
1086,86,10000,
1086,87,32,
1086,88,10000,
1087,85,10000,
1087,86,82,
1087,87,10000,
1087,88,10000,
1088,85,10000,
1088,86,94,
1088,87,32,
1088,88,10000,
1089,85,10000,
1089,86,57,
1089,87,78,
1089,88,10000,
1090,85,57,
1090,86,10000,
1090,87,10000,
1090,88,10000,
1091,85,10000,
1091,86,90,
1091,87,10000,
1091,88,10000,
1092,85,10000,
1092,86,10000,
1092,87,80,
1092,88,10000,
1093,85,10000,
1093,86,97,
1093,87,41,
1093,88,10000,
1094,85,74,
1094,86,10000,
1094,87,10000,
1094,88,10000,
1095,85,76,
1095,86,10000,
1095,87,13,
1095,88,5,
1096,85,39,
1096,86,10,
1096,87,10000,
1096,88,10000,
1097,85,10000,
1097,86,10000,
1097,87,10000,
1097,88,82,
1098,85,49,
1098,86,10000,
1098,87,10000,
1098,88,10000,
1099,85,17,
1099,86,60,
1099,87,1,
1099,88,10000,
1100,85,10000,
1100,86,10000,
1100,87,66,
1100,88,10000,
Budget,457,
