Configuration, ObservableConfiguration, Cost
801,65,20,
801,66,94,
801,67,10000,
801,68,10000,
802,65,10000,
802,66,22,
802,67,10000,
802,68,81,
803,65,10000,
803,66,10000,
803,67,42,
803,68,10000,
804,65,38,
804,66,10000,
804,67,10000,
804,68,10000,
805,65,10000,
805,66,10000,
805,67,71,
805,68,10000,
806,65,10000,
806,66,57,
806,67,10000,
806,68,10000,
807,65,10000,
807,66,46,
807,67,19,
807,68,36,
808,65,10000,
808,66,74,
808,67,56,
808,68,92,
809,65,55,
809,66,10000,
809,67,40,
809,68,10000,
810,65,22,
810,66,94,
810,67,29,
810,68,10000,
811,65,8,
811,66,10000,
811,67,10000,
811,68,30,
812,65,67,
812,66,10000,
812,67,14,
812,68,10000,
813,65,10000,
813,66,51,
813,67,66,
813,68,7,
814,65,10000,
814,66,10000,
814,67,10000,
814,68,70,
815,65,17,
815,66,10000,
815,67,10000,
815,68,10000,
816,65,78,
816,66,10000,
816,67,74,
816,68,78,
817,65,10000,
817,66,37,
817,67,1,
817,68,10000,
818,65,8,
818,66,85,
818,67,10000,
818,68,93,
819,65,77,
819,66,10000,
819,67,10000,
819,68,10000,
820,65,10000,
820,66,10000,
820,67,10000,
820,68,63,
821,65,10000,
821,66,85,
821,67,14,
821,68,10000,
822,65,33,
822,66,10000,
822,67,22,
822,68,69,
823,65,9,
823,66,10000,
823,67,93,
823,68,10000,
824,65,59,
824,66,44,
824,67,60,
824,68,57,
825,65,27,
825,66,15,
825,67,28,
825,68,10000,
826,65,10000,
826,66,61,
826,67,10000,
826,68,10000,
827,65,10000,
827,66,79,
827,67,53,
827,68,5,
828,65,9,
828,66,15,
828,67,10000,
828,68,10000,
829,65,46,
829,66,10000,
829,67,10000,
829,68,10000,
830,65,53,
830,66,10000,
830,67,10000,
830,68,73,
831,65,11,
831,66,10000,
831,67,10000,
831,68,10000,
832,65,43,
832,66,10000,
832,67,10000,
832,68,10000,
833,65,10000,
833,66,27,
833,67,10000,
833,68,10000,
834,65,38,
834,66,66,
834,67,10000,
834,68,72,
835,65,50,
835,66,10000,
835,67,10000,
835,68,45,
836,65,98,
836,66,14,
836,67,10000,
836,68,46,
837,65,24,
837,66,35,
837,67,100,
837,68,10000,
838,65,2,
838,66,10000,
838,67,10000,
838,68,10000,
839,65,51,
839,66,10000,
839,67,88,
839,68,81,
840,65,10000,
840,66,10000,
840,67,96,
840,68,16,
841,65,67,
841,66,10000,
841,67,10000,
841,68,10000,
842,65,1,
842,66,10000,
842,67,10000,
842,68,10000,
843,65,32,
843,66,76,
843,67,10000,
843,68,10000,
844,65,10000,
844,66,10000,
844,67,30,
844,68,6,
845,65,72,
845,66,54,
845,67,10000,
845,68,54,
846,65,58,
846,66,25,
846,67,69,
846,68,33,
847,65,78,
847,66,10000,
847,67,10000,
847,68,10000,
848,65,14,
848,66,97,
848,67,21,
848,68,1,
849,65,74,
849,66,55,
849,67,35,
849,68,59,
850,65,10000,
850,66,32,
850,67,10000,
850,68,40,
Budget,1077,
