Configuration, ObservableConfiguration, Cost
1251,251,10000,
1251,252,10000,
1251,253,70,
1251,254,12,
1251,255,10000,
1251,256,85,
1251,257,99,
1251,258,10000,
1251,259,10000,
1251,260,10000,
1252,251,10000,
1252,252,28,
1252,253,77,
1252,254,86,
1252,255,53,
1252,256,39,
1252,257,55,
1252,258,10000,
1252,259,10000,
1252,260,10000,
1253,251,53,
1253,252,27,
1253,253,10000,
1253,254,1,
1253,255,36,
1253,256,69,
1253,257,10000,
1253,258,13,
1253,259,20,
1253,260,89,
1254,251,10000,
1254,252,30,
1254,253,16,
1254,254,10000,
1254,255,43,
1254,256,10000,
1254,257,3,
1254,258,6,
1254,259,85,
1254,260,10000,
1255,251,10000,
1255,252,11,
1255,253,10000,
1255,254,41,
1255,255,17,
1255,256,70,
1255,257,10000,
1255,258,94,
1255,259,10000,
1255,260,8,
1256,251,10000,
1256,252,10000,
1256,253,93,
1256,254,10000,
1256,255,10000,
1256,256,10000,
1256,257,10000,
1256,258,10000,
1256,259,83,
1256,260,65,
1257,251,10000,
1257,252,52,
1257,253,10000,
1257,254,10000,
1257,255,10000,
1257,256,19,
1257,257,3,
1257,258,10000,
1257,259,10000,
1257,260,10000,
1258,251,75,
1258,252,10000,
1258,253,9,
1258,254,10000,
1258,255,91,
1258,256,10,
1258,257,17,
1258,258,10000,
1258,259,10000,
1258,260,54,
1259,251,10000,
1259,252,10000,
1259,253,10000,
1259,254,90,
1259,255,47,
1259,256,10000,
1259,257,24,
1259,258,10000,
1259,259,6,
1259,260,47,
1260,251,23,
1260,252,90,
1260,253,10000,
1260,254,10000,
1260,255,53,
1260,256,10000,
1260,257,75,
1260,258,10000,
1260,259,10000,
1260,260,10000,
1261,251,69,
1261,252,98,
1261,253,62,
1261,254,10000,
1261,255,6,
1261,256,85,
1261,257,96,
1261,258,75,
1261,259,10000,
1261,260,87,
1262,251,11,
1262,252,96,
1262,253,10000,
1262,254,7,
1262,255,4,
1262,256,10000,
1262,257,61,
1262,258,78,
1262,259,10000,
1262,260,76,
1263,251,76,
1263,252,66,
1263,253,75,
1263,254,10000,
1263,255,10000,
1263,256,10000,
1263,257,40,
1263,258,78,
1263,259,10000,
1263,260,10000,
1264,251,98,
1264,252,20,
1264,253,9,
1264,254,19,
1264,255,15,
1264,256,10000,
1264,257,10000,
1264,258,22,
1264,259,42,
1264,260,99,
1265,251,46,
1265,252,10000,
1265,253,77,
1265,254,82,
1265,255,10000,
1265,256,33,
1265,257,26,
1265,258,10000,
1265,259,69,
1265,260,64,
1266,251,10000,
1266,252,14,
1266,253,10000,
1266,254,10000,
1266,255,27,
1266,256,10000,
