Configuration, ObservableConfiguration, Cost
1051,43,100,
1051,44,10000,
1052,43,58,
1052,44,10000,
1053,43,50,
1053,44,10000,
1054,43,65,
1054,44,10000,
1055,43,70,
1055,44,10000,
1056,43,10000,
1056,44,78,
1057,43,29,
1057,44,10000,
1058,43,78,
1058,44,23,
1059,43,10000,
1059,44,18,
1060,43,10000,
1060,44,89,
1061,43,10000,
1061,44,86,
1062,43,97,
1062,44,10000,
1063,43,10000,
1063,44,47,
1064,43,2,
1064,44,23,
1065,43,10000,
1065,44,55,
1066,43,45,
1066,44,10000,
1067,43,12,
1067,44,98,
1068,43,11,
1068,44,80,
1069,43,94,
1069,44,29,
1070,43,36,
1070,44,24,
1071,43,35,
1071,44,10000,
1072,43,33,
1072,44,10000,
1073,43,10000,
1073,44,40,
1074,43,15,
1074,44,10000,
1075,43,10000,
1075,44,70,
1076,43,55,
1076,44,10000,
1077,43,66,
1077,44,10000,
1078,43,36,
1078,44,10000,
1079,43,90,
1079,44,10000,
1080,43,10000,
1080,44,68,
1081,43,33,
1081,44,47,
1082,43,4,
1082,44,10000,
1083,43,10000,
1083,44,88,
1084,43,10000,
1084,44,43,
1085,43,6,
1085,44,7,
1086,43,7,
1086,44,10000,
1087,43,1,
1087,44,76,
1088,43,10000,
1088,44,39,
1089,43,40,
1089,44,10000,
1090,43,52,
1090,44,10000,
1091,43,77,
1091,44,10000,
1092,43,10000,
1092,44,10,
1093,43,10000,
1093,44,75,
1094,43,88,
1094,44,10000,
1095,43,10000,
1095,44,97,
1096,43,96,
1096,44,10000,
1097,43,10000,
1097,44,66,
1098,43,17,
1098,44,10,
1099,43,10000,
1099,44,5,
1100,43,10000,
1100,44,29,
Budget,370,
