Configuration, ObservableConfiguration, Cost
451,55,85,
451,56,10000,
451,57,10000,
451,58,92,
451,59,77,
451,60,94,
452,55,10000,
452,56,38,
452,57,23,
452,58,40,
452,59,15,
452,60,52,
453,55,57,
453,56,48,
453,57,87,
453,58,52,
453,59,10000,
453,60,10000,
454,55,74,
454,56,16,
454,57,19,
454,58,79,
454,59,10000,
454,60,10000,
455,55,63,
455,56,10000,
455,57,73,
455,58,10000,
455,59,10000,
455,60,10000,
456,55,48,
456,56,10000,
456,57,10000,
456,58,54,
456,59,10000,
456,60,33,
457,55,19,
457,56,10000,
457,57,37,
457,58,10000,
457,59,5,
457,60,84,
458,55,10000,
458,56,48,
458,57,10000,
458,58,10000,
458,59,70,
458,60,21,
459,55,10000,
459,56,100,
459,57,10000,
459,58,27,
459,59,10000,
459,60,10000,
460,55,10000,
460,56,75,
460,57,10000,
460,58,10000,
460,59,2,
460,60,84,
461,55,79,
461,56,65,
461,57,10000,
461,58,88,
461,59,10000,
461,60,41,
462,55,10000,
462,56,23,
462,57,26,
462,58,42,
462,59,93,
462,60,10,
463,55,10000,
463,56,11,
463,57,88,
463,58,10000,
463,59,94,
463,60,11,
464,55,70,
464,56,10000,
464,57,10000,
464,58,2,
464,59,10000,
464,60,81,
465,55,10000,
465,56,95,
465,57,10,
465,58,10000,
465,59,54,
465,60,32,
466,55,10000,
466,56,10000,
466,57,64,
466,58,10000,
466,59,69,
466,60,95,
467,55,41,
467,56,10000,
467,57,10000,
467,58,78,
467,59,10000,
467,60,10000,
468,55,10000,
468,56,10000,
468,57,10000,
468,58,10000,
468,59,16,
468,60,10000,
469,55,10000,
469,56,10000,
469,57,1,
469,58,10000,
469,59,10000,
469,60,10000,
470,55,10000,
470,56,84,
470,57,10000,
470,58,10000,
470,59,10000,
470,60,10000,
471,55,70,
471,56,70,
471,57,49,
471,58,10000,
471,59,10000,
471,60,89,
472,55,30,
472,56,23,
472,57,8,
472,58,98,
472,59,99,
472,60,48,
473,55,10000,
473,56,44,
473,57,68,
473,58,2,
473,59,10000,
473,60,10000,
474,55,10000,
474,56,10000,
474,57,40,
474,58,10000,
474,59,52,
474,60,10000,
475,55,10000,
475,56,74,
475,57,18,
475,58,10000,
475,59,10000,
475,60,81,
476,55,17,
476,56,78,
476,57,10000,
476,58,20,
476,59,49,
476,60,10000,
477,55,7,
477,56,10000,
477,57,33,
477,58,10000,
477,59,73,
477,60,10000,
478,55,81,
478,56,58,
478,57,98,
478,58,89,
478,59,73,
478,60,10000,
479,55,10000,
479,56,10000,
479,57,10000,
479,58,10000,
479,59,10000,
479,60,22,
480,55,7,
480,56,10000,
480,57,10000,
480,58,9,
480,59,6,
480,60,10000,
481,55,93,
481,56,27,
481,57,70,
481,58,10000,
481,59,10000,
481,60,16,
482,55,71,
482,56,10000,
482,57,72,
482,58,10000,
482,59,10000,
482,60,65,
483,55,27,
483,56,10000,
483,57,45,
483,58,93,
483,59,10000,
483,60,96,
484,55,26,
484,56,10000,
484,57,10000,
484,58,10000,
484,59,10000,
484,60,10000,
485,55,87,
485,56,10000,
485,57,10000,
485,58,92,
485,59,10000,
485,60,11,
486,55,99,
486,56,10000,
486,57,25,
486,58,39,
486,59,10000,
486,60,10000,
487,55,28,
487,56,6,
487,57,17,
487,58,10000,
487,59,10000,
487,60,10000,
488,55,12,
488,56,10000,
488,57,10000,
488,58,57,
488,59,48,
488,60,10000,
489,55,70,
489,56,10000,
489,57,10000,
489,58,10000,
489,59,23,
489,60,32,
490,55,24,
490,56,10000,
490,57,10000,
490,58,10000,
490,59,4,
490,60,52,
491,55,10000,
491,56,73,
491,57,71,
491,58,16,
491,59,27,
491,60,4,
492,55,10000,
492,56,73,
492,57,10000,
492,58,41,
492,59,10000,
492,60,10000,
493,55,10000,
493,56,77,
493,57,89,
493,58,10000,
493,59,10000,
493,60,76,
494,55,5,
494,56,10000,
494,57,60,
494,58,10000,
494,59,36,
494,60,64,
495,55,10000,
495,56,10000,
495,57,62,
495,58,10000,
495,59,10000,
495,60,10000,
496,55,14,
496,56,10000,
496,57,15,
496,58,48,
496,59,10000,
496,60,10000,
497,55,10000,
497,56,4,
497,57,10000,
497,58,10000,
497,59,47,
497,60,10000,
498,55,10000,
498,56,10000,
498,57,10000,
498,58,92,
498,59,13,
498,60,63,
499,55,77,
499,56,10000,
499,57,10000,
499,58,26,
499,59,10000,
499,60,60,
500,55,58,
500,56,89,
500,57,10000,
500,58,10000,
500,59,11,
500,60,27,
Budget,392,
